NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
NOP58,Q9Y2X3,9606.ENSP00000264279,0,box C/D RNP complex ,rRNA processing ,TFIID-class transcription factor binding ,Ribosome Biosynthesis,lightgreen,0,0,2,3.765666667,5.311,4.776333333,6.796,4.602333333,2.102666667,4.488333333,1.562333333,2.041,2.851333333,4.047,5.717666667,2.186666667,1.638666667,0,0,0,0,27.47383333,49.78116667,0
NPLOC4,Q8TAT6,9606.ENSP00000331487,MMR,VCP-NPL4-UFD1 AAA ATPase complex,ubiquitin-dependent protein catabolic process,ubiquitin binding,UPR,maroon,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.231,0,33.74466667,45.2195,39.62366667
NPM1,P06748,9606.ENSP00000296930,0,ribonucleoprotein complex ,chromatin organization ,chromatin binding ,DNA Repair,firebrick1,0,4,4,6.1525,6.175666667,6.569,5.153,6.585666667,6.796666667,6.807333333,3.402666667,4.14,4.106,5.873333333,2.034333333,4.697333333,4.836333333,58,56.83766667,58.25366667,0,51.831,62.71066667,81.07866667
NPM3,O75607,9606.ENSP00000359128,0,nucleolus ,chromatin organization ,chromatin binding ,Chromatin Organization,darkviolet,0,0,5,6.2855,4.440666667,4.075666667,5.403,7.342,6.819,6.583,2.228,5.648,3.316,0.076333333,2.256,1.770333333,1.108333333,50,43.63566667,26.304,22.31166667,0,19.447,0
NQO1,P15559,9606.ENSP00000319788,0,cytoplasm [GO:0005737],response to oxidative stress,NADH dehydrogenase activity,DNA Repair,firebrick1,0,4,0,0,0,0,0,0,0,0,0.606333333,0,0,2.296333333,0,0,0,0,0,0,0,0,0,0
NRAS,P01111,9606.ENSP00000358548,0,membrane,MAPK cascade,GTPase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.372,32.22166667,0,0
NSA2,O95478,9606.ENSP00000483484,0,nucleolus ,rRNA processing ,RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,5,1.408333333,2.097,0,0,1.983333333,0,0,0,0,0,0,0,0,0,0,0,26.377,0,0,0,0
NSUN2,Q08J23,9606.ENSP00000264670,0,chromatoid body ,cell division ,methyltransferase activity ,Chromatin Organization,darkviolet,1,2,0,2.004333333,2.062666667,1.836666667,7.108,2.426333333,2.010666667,0,1.225666667,0,0,5.354666667,4.999333333,0,0,0,0,0,0,0,0,0
NSUN5,Q96P11,9606.ENSP00000309126,NER,nucleolus ,RNA methylation ,RNA binding ,Chromatin Organization,darkviolet,0,0,4,0,0,4.070666667,1.815333333,0,4.169,0,1.189666667,0,2.586666667,3.401333333,2.591666667,0,0,0,0,37.124,0,20.34733333,37.459,44.53933333
NUDT21,O43809,9606.ENSP00000300291,DSB,mRNA cleavage and polyadenylation specificity factor complex ,mRNA polyadenylation ,histone deacetylase binding ,RNA Metabolism,gold,0,0,2,1.172666667,1.185,1.189,0.880666667,3.575,3.572333333,2.225333333,3.116166667,3.672166667,4.211166667,5.930166667,5.1105,3.7835,4.3215,0,0,26.90866667,0,51.21566667,44.36,0
NUMA1,Q14980,9606.ENSP00000377298,0,chromosome ,cell cycle ,microtubule binding ,Cell Cycle regulation,coral1,4,0,4,9.272,9.446,10.50166667,9.517,11.644,10.447,9.119,2.636333333,0,2.541,7.362666667,4.967,0,1.438,0,0,0,0,0,0,43.7535
NUP107,P57740,9606.ENSP00000229179,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,4,2.382666667,0,0,5.079666667,4.458,3.477666667,0,0.911,0,0,2.595666667,4.454666667,1.565,3.326,37,0,0,0,39.484,61.04166667,56.16833333
NUP133,Q8WUM0,9606.ENSP00000261396,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,1,0,2,2.653666667,1.497333333,0,4.951333333,1.843333333,2.624333333,2.735,4.405666667,0,2.757666667,4.768666667,6.312333333,2.934333333,2.712333333,0,0,0,0,31.963,50.656,0
NUP153,P49790,9606.ENSP00000444029,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,3,2,4,4.409333333,2.626666667,1.778333333,7.009666667,7.912,3.572333333,1.85,0.149,0,0,3.546666667,4.231666667,1.617666667,0,0,0,20.673,0,25.35033333,44.96666667,45.03366667
NUP155,O75694,9606.ENSP00000231498,HR,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,6,6.958666667,2.285333333,4.996,7.479,8.842333333,7.145666667,7.866,3.944,2.208666667,3.034666667,5.050666667,7.222333333,3.298,5.523333333,67,32.55033333,38.92666667,39.399,56.83466667,0,0
NUP160,Q12769,9606.ENSP00000367721,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,4,2.151666667,0,1.296,1.141666667,3.045666667,2.359,1.459333333,3.646,0,2.976,4.131333333,6.613,2.535333333,2.980333333,0,0,32.359,0,56.97766667,68.584,62.012
NUP188,Q5SRE5,9606.ENSP00000361658,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,3,0,2,0,0,0,1.638333333,2.159,0,0,0,0,0,0,0,0,0,0,0,25.97866667,0,49.91666667,37.57666667,0
NUP205,Q92621,9606.ENSP00000285968,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,1,0,4,0,1.738666667,2.225,6.479333333,2.868333333,1.753,2.026666667,1.401333333,0,2.583666667,3.234,5.737666667,1.874,0,0,0,39.81066667,0,45.77633333,0,57.069
NUP210,Q8TEM1,9606.ENSP00000254508,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,3,3,0,0,0,2.121333333,0,2.238,0,0,0,0,0,2.304333333,0,0,0,0,0,0,45.20983333,0,0
NUP214,P35658,9606.ENSP00000352400,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,3,0,0,0,2.328,0,3.944,2.382666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP35,Q8NFH5,9606.ENSP00000295119,0,nuclear pore central transport channel,"GO:0006355~regulation of transcription, DNA-templated,GO:0006607~NLS-bearing protein import into nucleus,GO:0006913~nucleocytoplasmic transport,GO:0006999~nuclear pore organization,GO:0015031~protein transport,GO:0051028~mRNA transport,GO:1990830~cellular response to leukemia inhibitory factor,",structural constituent of nuclear pore,Nuclear Pore,deepskyblue3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.469,32.50666667,0,0,0
NUP42,O15504,9606.ENSP00000258742,0,nuclear pore,nucleocytoplasmic transport,nuclear export signal receptor activity,Nuclear Pore,deepskyblue3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.10933333,14.96566667,49.61433333,0,0
NUP43,Q8NFH3,9606.ENSP00000342262,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,2,0,0,0,2.033666667,4.215666667,4.381,2.555,0,0,0,0,0,0,0,0,0,0,0,0,46.086,0
NUP54,Q7Z3B4,9606.ENSP00000264883,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,1,0,4,0,0,0,3.390333333,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,44.98566667,61.488
NUP62,P37198,9606.ENSP00000471191,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,4,0,0,0,0,0,0,1.906333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP85,Q9BW27,9606.ENSP00000245544,0, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,4,0,0,0,0,0,0,0,0.875,0,2.250333333,0.774666667,1.958666667,0,0,0,0,25.67866667,0,44.738,62.20333333,56.008
NUP88,Q99567,9606.ENSP00000458954,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,1,0,6,2.188666667,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,26.73366667,0,50.87233333,0,0
NUP93,Q8N1F7,9606.ENSP00000310668,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,2,4.545,2.453666667,4.911,7.476333333,8.752666667,7.339333333,6.351,1.067666667,2.001,5.189,4.044666667,6.280333333,2.658666667,0,35,0,0,0,43.09,65.72466667,0
NUP98,P52948,9606.ENSP00000316032,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,6,1.165,2.725,0,0.590666667,1.756,1.407,0,1.081,0,0,2.996,2.748,0,1.833,0,0,32.69466667,0,37.464,32.726,0
NVL,O15381,9606.ENSP00000281701,0,nucleolus,ribosome biogenesis,RNA binding,Ribosome Biosynthesis,lightgreen,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.10533333,0,0,25.76533333,0
NXF1,Q9UBU9,9606.ENSP00000436679,0,nuclear pore ,nucleocytoplasmic transport ,mRNA binding ,Nuclear Pore,deepskyblue3,1,3,6,0,0,0,4.985,1.795666667,0,0,0,0,0,0,2.659333333,0,0,0,0,26.63366667,0,45.61466667,32.63033333,0
OGDH,Q02218,9606.ENSP00000388183,HR,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,heat shock protein binding ,Chromatin Organization,darkviolet,3,3,4,0,2.643333333,2.395,5.911333333,5.767333333,0,0,1.985333333,0,3.109333333,2.299333333,7.126666667,1.786333333,2.607333333,49,0,57.28066667,0,57.504,26.13866667,61.29033333
OGT,O15294,9606.ENSP00000362824,0,histone acetyltransferase complex ,positive regulation of histone methylation ,chromatin DNA binding ,Chromatin Organization,darkviolet,3,4,3,1.839333333,2.446666667,0,4.213666667,4.210333333,1.977666667,0,0.478666667,0,0,2.823666667,0,1.914,1.764666667,0,0,0,22.01033333,39.1275,0,0
OPA1,O60313,9606.ENSP00000354681,0,nucleoplasm,apoptotic process,GTPase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61666667,0,0
ORC2,Q13416,9606.ENSP00000234296,MMR,origin recognition complex ,DNA duplex unwinding ,DNA replication origin binding ,Transcription Regulation,slateblue1,0,0,0,1.968333333,1.983,2.103666667,3.189,2.271666667,0,1.785333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA2G4,Q9UQ80,9606.ENSP00000302886,0,nucleolus ,rRNA processing ,ubiquitin protein ligase binding ,Transcription Regulation,slateblue1,0,2,5,4.578666667,4.821333333,8.027,8.163333333,9.88,6.222333333,4.674333333,4.161333333,0,3.246333333,6.098,7.434666667,0,2.356666667,0,25.61066667,68.47,27.52833333,0,50.20666667,0
PABPC1,P11940,9606.ENSP00000313007,HR,mCRD-mediated mRNA stability complex ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,0,0,2,8.183666667,5.950333333,8.142,8.846,10.05166667,7.487,7.825666667,5.497,6.818,5.952333333,7.778666667,9.404333333,4.73,5.76,56,31.945,51.429,0,53.85266667,57.28166667,0
PABPC4,Q13310,9606.ENSP00000361949,0,ribonucleoprotein complex ,rRNA processing ,mRNA binding ,RNA Metabolism,gold,3,0,3,4.148333333,3.951666667,2.333,6.563333333,5.641,2.355666667,4.524333333,3.644333333,2.05,2.661,5.009333333,6.408,3.938666667,4.176666667,0,0,0,0,45.55066667,0,0
PABPN1,Q86U42,9606.ENSP00000216727,HR,ribonucleoprotein complex ,RNA processing ,RNA binding ,Chromatin Organization,darkviolet,0,0,0,4.784333333,4.975,4.396333333,6.053,8.316,7.629666667,7.279333333,0.314666667,4.426666667,4.767666667,6.702,6.144333333,6.89,4.887,0,0,0,0,0,0,0
PAF1,Q8N7H5,9606.ENSP00000221265,HR,Cdc73/Paf1 complex ,histone methylation ,RNA polymerase II core binding ,Chromatin Organization,darkviolet,0,0,0,0,0,1.499666667,0,1.586666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAICS,P22234,9606.ENSP00000382595,0,cytoplasm [GO:0005737],purine nucleobase biosynthetic process,phosphoribosylaminoimidazole carboxylase activity,DNA Repair,firebrick1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.586333333,2.038666667,0,0,0,0,0,0,0,0,0
PARP1,P09874,9606.ENSP00000355759,HR,site of DNA damage ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,0,2,4,2.771333333,3.622,2.396666667,1.171,2.822666667,2.628666667,3.593,1.83,2.423666667,2.793333333,7.423333333,6.035,2.286333333,0,62,44.34933333,68.402,33.71266667,52.02533333,62.80683333,57.415
PCBP1,Q15365,9606.ENSP00000305556,NER,nuclear speck ,"transcription, DNA-templated ",mRNA binding ,RNA Metabolism,gold,0,3,4,1.255,2.090333333,0,1.152,2.834666667,1.103,0.893,0,0,0,1.476,5.342666667,0,0,53,0,42.39633333,0,43.07066667,48.683,65.281
PCBP2,Q15366,9606.ENSP00000352438,DSB,nucleoplasm ,"transcription, DNA-templated ",ubiquitin protein ligase binding ,RNA Metabolism,gold,0,0,4,6.244666667,2.434333333,6.273,5.338333333,7.754666667,6.023333333,6.161333333,1.533,2.352666667,3.237,4.372333333,6.968,2.898,2.804333333,0,0,67.3085,0,50.1755,38.90366667,49.90383333
PCNA,P12004,9606.ENSP00000368458,HR, PCNA complex [GO:0043626],DNA repair ,damaged DNA binding ,DNA Repair,firebrick1,0,2,5,0,0,0,0,0,0,0,0,0,0,2.020333333,2.600666667,0,0,0,0,26.52233333,19.42333333,0,0,0
PDCD6,O75340,9606.ENSP00000264933,0,Cul3-RING ubiquitin ligase complex ,activation of cysteine-type endopeptidase activity involved in apoptotic process ,ubiquitin protein ligase binding ,Chromatin Organization,darkviolet,5,0,0,1.588666667,1.103666667,1.162666667,1.027,1.469666667,2.442333333,1.874666667,3.626333333,0,2.468,4.592666667,5.956,4.680666667,4.704,0,0,0,0,0,0,0
PDHA1,P08559,9606.ENSP00000369134,0,pyruvate dehydrogenase complex,tricarboxylic acid cycle,pyruvate dehydrogenase (NAD+) activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.90933333,33.07733333,33.15633333,0,0
PDHB,P11177,9606.ENSP00000307241,0,pyruvate dehydrogenase complex,acetyl-CoA biosynthetic process from pyruvate,pyruvate dehydrogenase (NAD+) activity,Chromatin Organization,darkviolet,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47.55033333,47.694,0,48.41466667,41.84516667,0
PDIA3,P30101,9606.ENSP00000300289,0,Tapasin-ERp57 complex ,response to unfolded protein ,RNA binding ,DNA Repair,firebrick1,4,3,6,0,0,0,0,1.411833333,0,0,0,0,0,0.5415,4.0765,0,0,0,0,31.715,0,51.155,0,0
PDIA4,P13667,9606.ENSP00000499129,0,endoplasmic reticulum,protein folding,protein disulfide isomerase activity,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88533333,0,0,0
PELO,Q9BRX2,9606.ENSP00000274311,DSB,nucleus ,cell cycle ,endonuclease activity ,Cell Cycle regulation,coral1,4,3,0,0,0,0,0.665333333,1.874666667,0,0,0,0,0,0.425666667,1.864,0,0,0,0,0,0,0,0,0
PELP1,Q8IZL8,9606.ENSP00000301396,DSB,MLL1 complex ,histone H3-K4 methylation ,transcription factor binding ,Transcription Regulation,slateblue1,0,0,2,0,0,0,0,0,1.879333333,0,0,0,0,0,0,0,0,0,0,26.30033333,0,39.23166667,56.44033333,0
PES1,O00541,9606.ENSP00000346725,0,PeBoW complex ,rRNA processing ,ribonucleoprotein complex binding ,Cell Cycle regulation,coral1,3,2,3,2.569666667,2.402333333,4.707666667,7.634666667,5.739666667,2.096666667,1.931666667,1.413666667,0,1.672666667,2.812666667,4.464666667,0,0,0,0,0,0,61.698,0,0
PEX14,O75381,9606.ENSP00000349016,0,"fibrillar center,","negative regulation of transcription, DNA-templated",transcription corepressor activity,Transcription Regulation,slateblue1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93933333,32.10133333,0,0
PGAM1,P18669,9606.ENSP00000359991,0, ficolin-1-rich granule lumen [GO:1904813],glycolytic process ,protein kinase binding ,DNA Repair,firebrick1,0,4,0,0,0,0,0,0,0,0,0,0,0,2.035,0,0,0,0,0,0,0,0,0,0
PGAM5,Q96HS1,9606.ENSP00000438465,0,integral component of membrane ,threonine dephosphorylation ,serine/threonine phosphatase activity ,Cell Cycle regulation,coral1,1,2,0,2.550333333,2.635666667,0,5.814,2.732666667,0,0,0.773666667,0,0,2.919,2.161333333,0,0,0,0,0,0,0,0,0
PGK1,P00558,9606.ENSP00000362413,0,membrane raft ,glycolytic process ,ATP binding ,DNA Repair,firebrick1,5,1,0,0,0,0,1.012,0,0,1.909,1.474,2.562,2.462666667,2.978333333,3.760666667,1.872666667,2.449666667,0,0,0,0,0,0,0
PGRMC1,O00264,9606.ENSP00000217971,0,Nucleolus,memory,beta-amyloid binding,Ribosome Biosynthesis,lightgreen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19.28266667,0,54.77,0,0
PHB,P35232,9606.ENSP00000479488,DSB,nucleoplasm ,histone deacetylation ,histone deacetylase binding ,Chromatin Organization,darkviolet,0,2,2,9.274833333,7.437666667,8.394666667,7.357,9.61066667,7.262666667,8.011333333,5.470333333,4.961666667,5.023,7.938666667,9.090666667,4.038,4.948,45,0,0,0,0,44.9985,0
PHB2,Q99623,9606.ENSP00000441875,DSB,histone deacetylase complex ,histone deacetylation ,histone deacetylase binding ,Cell Cycle regulation,coral1,2,0,0,3.04375,3.406833333,3.810166667,1.151166667,2.201833333,3.350833333,1.8125,2.668,4.122,4.133666667,3.490333333,5.545,2.722,3.429,0,0,0,0,0,0,0
PICALM,Q13492,9606.ENSP00000377015,0,nucleus,negative regulation of gene expression,"phosphatidylinositol-4,5-bisphosphate binding",Transcription Regulation,slateblue1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56766667,21.79266667,0,0,0
PKM,P14618,9606.ENSP00000320171,0, nucleus [GO:0005634],glycolytic process ,protein kinase binding ,DNA Repair,firebrick1,0,0,0,0,0,0,0,0,0,0,0.723166667,0,1.9035,2.5395,1.7965,0,0.387166667,0,0,0,0,0,0,0
PKP1,Q13835,9606.ENSP00000263946,DSB,messenger ribonucleoprotein complex ,"transcription, DNA-templated ",lamin binding ,DNA Repair,firebrick1,5,0,0,0,0.063833333,0.909166667,0,0.342833333,0.491166667,2.355166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLRG1,O43660,9606.ENSP00000424417,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,Cell Cycle regulation,coral1,4,2,4,0,0,0,0,2.184333333,0,0,1.181333333,0,0,3.880666667,4.411333333,0,0,0,0,43.704,0,39.73766667,0,56.44433333
PNKP,Q96T60,9606.ENSP00000323511,NHEJ,site of double-strand break ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,0,0,4,0,1.931,1.817333333,0,0,1.764333333,0,0,0,0,0,0,0,0,0,0,19.76633333,32.68066667,43.55133333,31.44666667,55.489
PNN,Q9H307,9606.ENSP00000216832,0,nuclear speck ,"mRNA splicing, via spliceosome ",DNA binding ,Transcription Regulation,slateblue1,0,2,6,5.807666667,3.238333333,8.733333333,8.182333333,6.87,4.996,0,1.949666667,0,2.874333333,6.888666667,6.687333333,0,1.920333333,0,0,32.129,0,50.27566667,32.34433333,0
PNPT1,Q8TCS8,9606.ENSP00000400646,MMR,nucleus ,regulation of cellular senescence ,miRNA binding ,Cell Cycle regulation,coral1,3,3,0,2.045,1.912333333,1.807666667,5.250333333,4.692666667,0,1.710333333,1.007,0,0,2.104333333,6.459333333,0,0,0,0,0,0,0,0,0
POLD2,P49005,9606.ENSP00000480186,DSB,DNA polymerase complex,DNA replication,DNA binding,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,27.47233333,0,25.75733333,0
POLDIP2,Q9Y2S7,9606.ENSP00000475924,MMR,nucleus,error-free translesion synthesis,GO:0003677~,Transcription Regulation,slateblue1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.12466667,0,0
POLR1A,O95602,9606.ENSP00000263857,0,RNA polymerase I complex ,"transcription, DNA-templated ",chromatin binding ,Transcription Regulation,slateblue1,1,0,4,0,0,0,3.757,0,0,0,0,0,0,0,0,0,0,0,0,0,25.80533333,0,0,54.589
POLR1C,O15160,9606.ENSP00000496044,0,fibrillar center,transcription from RNA polymerase I promoter,RNA polymerase I activity,Transcription Regulation,slateblue1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39166667,0,0,0,0
POLR1E,Q9GZS1,9606.ENSP00000367029,HR,fibrillar center,"transcription, DNA-templated",RNA polymerase I transcription factor binding,Transcription Regulation,slateblue1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.198,37.36933333,0
POLR2E,P19388,9606.ENSP00000478303,HR,"RNA polymerase II, core complex ","transcription, DNA-templated ",DNA binding ,Transcription Regulation,slateblue1,0,0,4,2.466666667,4.318666667,2.421333333,1.690333333,2.618,2.4,2.060666667,0,0,0,0,0,0,0,49,24.757,25.85566667,0,43.41266667,44.53733333,44.411
POLR2H,P52434,9606.ENSP00000415536,HR,"RNA polymerase II, core complex ","transcription, DNA-templated ",single-stranded DNA binding ,Transcription Regulation,slateblue1,0,1,0,1.915,0,3.699,4.523333333,1.780666667,0,1.715666667,0.491666667,1.456,1.940666667,3.252666667,4.030333333,1.536333333,1.843333333,0,0,0,0,0,0,0
POLRMT,O00411,9606.ENSP00000465759,0,mitochondrial DNA-directed RNA polymerase complex [GO:0034245],"transcription, DNA-templated ",DNA binding ,Transcription Regulation,slateblue1,0,3,0,0,0,0,0,0,0,0,0.884333333,0,0,0.549333333,2.474666667,0,0,0,0,0,0,0,0,0
POP1,Q99575,9606.ENSP00000385787,0,nucleolar ribonuclease P complex,tRNA catabolic process,ribonuclease P activity,RNA Metabolism,gold,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87766667,0,0,0,0
POP7,O75817,9606.ENSP00000304353,0,ribonuclease MRP complex,rRNA processing,ribonuclease P activity,RNA Metabolism,gold,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.70333333,26.156,0,0
PPAN,Q9NQ55,9606.ENSP00000253107,0,nucleolus,rRNA processing,"rRNA binding,",RNA Metabolism,gold,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00933333,0,50.87533333,43.29066667,50.73766667
PPAN-P2RY11,A0A0B4J1V8,9606.ENSP00000377385,0,nucleolus ,rRNA processing ,rRNA binding ,RNA Metabolism,gold,3,0,0,2.163333333,2.456333333,2.361333333,6.640666667,4.873,1.515,0,1.748,0,1.886,2.8,5.594,0,0,0,0,0,0,0,0,0
PPIA,P62937,9606.ENSP00000419425,DSB,nucleus ,positive regulation of NF-kappaB transcription factor activity ,unfolded protein binding ,Chromatin Organization,darkviolet,0,1,5,3.035,3.376666667,1.804666667,0,3.223666667,4.215666667,4.890666667,4.5035,5.2905,6.043166667,5.965166667,7.365833333,5.654833333,6.080833333,0,0,30.92366667,0,0,0,0
PPIB,P23284,9606.ENSP00000300026,0,chaperone complex,protein folding,unfolded protein binding,UPR,maroon,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31.296,19.849,0,0,37.348,0
PPIH,O43447,9606.ENSP00000306614,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",ribonucleoprotein complex binding ,RNA Metabolism,gold,3,0,1,0,0,0,2.552,2.152666667,0,0,0,0,0,0.808,1.941,0,0,0,0,0,15.09133333,0,0,0
PPIL1,Q9Y3C6,9606.ENSP00000362803,0,catalytic step 2 spliceosome ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,3,0,0,0,0,0,2.065333333,2.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1CA,P62136,9606.ENSP00000326031,ForkStall,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,Cell Cycle regulation,coral1,0,2,5,4.127,0,0,4.888333333,3.807666667,0.461666667,1.684333333,0,0,0,3.382333333,5.151666667,0.665666667,0,0,0,24.05233333,0,0,0,0
PPP1CB,P62140,9606.ENSP00000378769,0,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,Cell Cycle regulation,coral1,0,0,1,2.299666667,0,0,0,1.933333333,0,0,0,0,0,0,0,0,0,0,0,0,20.45133333,0,0,0
PPP1CC,P36873,9606.ENSP00000341779,0,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,Cell Cycle regulation,coral1,0,0,1,2.45,0,0,0,2.233666667,0,0,0,0,0,0,0,0,0,0,0,0,22.95533333,0,0,0
PPP1R10,Q96QC0,9606.ENSP00000365694,0,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,Cell Cycle regulation,coral1,1,0,0,0,1.956666667,0,4.888666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R1B,P30154,9606.ENSP00000311344,0,protein phosphatase type 2A complex,protein dephosphorylation,protein phosphatase regulator activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.30833333,0,0,0
PRDX1,Q06830,9606.ENSP00000262746,BER,nucleus ,cell cycle ,RNA binding ,DNA Repair,firebrick1,0,2,0,0,0,0,1.873333333,2.209666667,0,2.282,0,0,0,4.522,4.82,0,1.119333333,0,0,0,0,0,0,0
PRDX3,P30048,9606.ENSP00000298510,0,early endosome ,positive regulation of NF-kappaB transcription factor activity ,protein kinase binding ,Chromatin Organization,darkviolet,4,0,1,0,0,0,0,2.182333333,0,0,0.949,0,2.428333333,2.045666667,6.069333333,2.112,2.734,0,0,0,20.01033333,0,0,0
PRDX4,Q13162,9606.ENSP00000368646,0,nucleus,response to oxidative stress,peroxidase activity,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.50933333,0,0,0
PRKAR2A,P13861,9606.ENSP00000265563,0,cAMP-dependent protein kinase complex ,regulation of protein kinase A  signaling ,ubiquitin protein ligase binding ,Chromatin Organization,darkviolet,4,0,0,0,0,0,0,2.157666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
