NAME,UniprotID,SensorID_Presence,CellCompartment,ProteinName,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,An.color,An.number,Annotation,Sirt6ID_IR2h,Ku80ID_IR2h,Mre11ID_IR2h,Sirt6_shScr.logFC,Sirt6_shNcl.logFC,Sirt6_DiffBound.logFC,Ku80ID_shScr.logFC,Ku80ID_shNcl.logFC,Ku80ID_DiffBound.logFC,Mre11_shScr.logFC,Mre11_shNcl.logFC,Mre11_DiffBound.logFC,Sirt6_shScr.Treatment,Sirt6_shNcl.Treatment,Sirt6_DiffBound.Treatment,Ku80ID_shScr.Treatment,Ku80ID_shNcl.Treatment,Ku80ID_DiffBound.Treatment,Mre11_shScr.Treatment,Mre11_shNcl.Treatment,Mre11_DiffBound.Treatment,Sirt6_shScr.T.Test,Sirt6_shNcl.T.Test,Sirt6_DiffBound.T.Test,Ku80ID_shScr.T.Test,Ku80ID_shNcl.T.Test,Ku80ID_DiffBound.T.Test,Mre11_shScr.T.Test,Mre11_shNcl.T.Test,Mre11_DiffBound.T.Test,Sirt6ID_Presence,Ku80_Prescence,Mre11_Prescence,Sirt6_shScr.p.mod,Sirt6_shScr.q.ord,Sirt6_shScr.q.mod,Sirt6_shNcl.p.mod,Sirt6_shNcl.q.ord,Sirt6_shNcl.q.mod,Sirt6_DiffBound.p.mod,Sirt6_DiffBound.q.ord,Sirt6_DiffBound.q.mod,Ku80ID_shScr.p.mod,Ku80ID_shScr.q.ord,Ku80ID_shScr.q.mod,Ku80ID_shNcl.p.mod,Ku80ID_shNcl.q.ord,Ku80ID_shNcl.q.mod,Ku80ID_DiffBound.p.mod,Ku80ID_DiffBound.q.ord,Ku80ID_DiffBound.q.mod,Mre11_shScr.p.mod,Mre11_shScr.q.ord,Mre11_shScr.q.mod,Mre11_shNcl.p.mod,Mre11_shNcl.q.ord,Mre11_shNcl.q.mod,Mre11_DiffBound.p.mod,Mre11_DiffBound.q.ord,Mre11_DiffBound.q.mod,Time.Point,Order
ORC1,Q13415,0,Nucleoplasm,Origin recognition complex subunit 1,0,"chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]",DNA replication,DNA-binding,9606.ENSP00000360623,coral1,1,Cell Cycle regulation,0,0,0,4.138111111,0,0,2.460777778,0,0,0,0,0,shScramble,0,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.003280426,0.001013453,0.000558551,0,0,0,0,0,0,0.081251611,0.005998738,0.004742384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ORC3,Q9UBD5,0,Nucleoplasm,Origin recognition complex subunit 3,0,"chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; DNA replication preinitiation complex [GO:0031261]; nuclear body [GO:0016604]; nuclear origin of replication recognition complex [GO:0005664]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]",DNA replication,DNA-binding,9606.ENSP00000257789,coral1,1,Cell Cycle regulation,0,0,0,4.372444444,0,0,3.111444444,0,0,0,0,0,shScramble,0,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,1.3021E-07,4.14598E-08,2.85991E-07,0,0,0,0,0,0,0.003326241,0.001437343,0.000922718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PELO,Q9BRX2,PELO,Nucleoplasm/Nucleoli_FibrillarCenter,Pelota mRNA surveillance and ribosome rescue factor,DSB,nucleus ,cell cycle ,endonuclease activity ,9606.ENSP00000274311,coral1,1,Cell Cycle regulation,0,0,0,4.523777778,3.118444444,0,3.681777778,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,9.10624E-08,4.14598E-08,2.85991E-07,0.007673283,0.008422584,0.005809759,0,0,0,0.005742304,0.001525334,0.001352789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PDS5A,Q29RF7,0,Nucleoplasm,PDS5 cohesin associated factor A,0,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","Cell cycle, Cell division, Mitosis",0,9606.ENSP00000303427,coral1,1,Cell Cycle regulation,0,0,0,4.518444444,6.061444444,0,2.727111111,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.002307698,0.000822214,0.000428547,0.000221491,0.001714629,0.000545557,0,0,0,0.129086862,0.008438016,0.006840264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
KIF22,Q14807,KIF22,Nucleoplasm,Kinesin family member 22,DSB,kinesin complex,mitotic cell cycle,DNA binding,9606.ENSP00000160827,coral1,1,Cell Cycle regulation,0,0,0,5.969666667,0,0,4.798333333,0,0,0,0,0,shScramble,0,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001634472,0.000709166,0.000336122,0,0,0,0,0,0,0.030557229,0.003324548,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ORC2,Q13416,ORC2,Nucleoplasm,Origin recognition complex subunit 2,MMR,origin recognition complex ,DNA duplex unwinding ,DNA replication origin binding ,9606.ENSP00000234296,coral1,1,Cell Cycle regulation,Q13416,0,0,5.615444444,7.183111111,0,2.756111111,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001247272,0.000598979,0.000281554,0.000173471,0.001682118,0.000474386,0,0,0,0.103999289,0.007230544,0.00577259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
GRWD1,Q9BQ67,GRWD1,Nucleoplasm/Nucleolar_Rim,Glutamate rich WD repeat containing 1,0,chromosome [GO:0005694],chromatin remodeling ,chromatin binding ,9606.ENSP00000253237,darkviolet,2,Chromatin Organization,0,0,0,6.851555556,4.671222222,-2.180333333,4.100555556,0,0,0,0,0,shScramble,shNcl,shScramble,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.000195955,0.000153425,5.87618E-05,0.003145996,0.006666563,0.003196654,0.058273533,0.069842063,0.140240775,0.03630972,0.003683067,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
GNL3L,Q9NVN8,GNL3L,Nucleoplasm/Nucleoli,G protein nucleolar 3 like,DSB,telomerase holoenzyme complex ,negative regulation of telomere maintenance via telomerase ,RNA binding ,9606.ENSP00000354091,darkviolet,2,Chromatin Organization,0,0,0,6.132333333,0,-8.390333333,3.077666667,0,0,0,0,0,shScramble,0,shScramble,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.000498307,0.000318267,0.00013696,0,0,0,0.000307015,0.066067085,0.014300527,0.080565535,0.006078619,0.00470902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
LYN,P07948,LYN,Nucleoplasm,Tyrosine-protein kinase Lyn ,DSB,nucleus,protein phosphorylation,kinase activity,9606.ENSP00000428924,coral1,1,Cell Cycle regulation,0,0,0,4.976888889,4.953555556,0,4.155222222,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001143033,0.000545494,0.000265035,0.000525617,0.002409108,0.00094883,0,0,0,0.020203855,0.002464751,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PCID2,Q5JVF3,0,Nucleoplasm/Nucleoli,PCI domain containing 2,0,cytoplasm [GO:0005737]; nuclear pore nuclear basket [GO:0044615]; nucleus [GO:0005634]; transcription export complex 2 [GO:0070390],"mRNA transport, Protein transport, Translocation, Transport",double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723],9606.ENSP00000479494,coral1,1,Cell Cycle regulation,0,0,0,5.952777778,5.659777778,0,2.883444444,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,4.1827E-09,2.21647E-08,1.10792E-07,3.9763E-07,9.20523E-07,4.54189E-06,0,0,0,0.004352029,0.001525334,0.001114602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PRPF40A,O75400,0,Nucleus_1,Pre-mRNA-processing factor 40 homolog A ,0,membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],"cell division [GO:0051301]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; regulation of cell shape [GO:0008360]; regulation of cytokinesis [GO:0032465]",RNA binding [GO:0003723],9606.ENSP00000386458,coral1,1,Cell Cycle regulation,0,0,0,6.514444444,6.144111111,0,6.268444444,0,-7.248666667,0,0,0,shScramble,shNcl,0,shScramble,0,shScramble,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,Sirt6,Ku80,0,0.002620325,0.000957029,0.000469221,0.002704424,0.006889005,0.002901802,0,0,0,0.003097807,0.001525334,0.000876138,0,0,0,0.000153013,0.007373879,0.001501386,0,0,0,0,0,0,0,0,0,IR2h,3
CTCF,P49711,0,Nucleoplasm,CCCTC-binding factor,0,"chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; male germ cell nucleus [GO:0001673]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","Chromosome partition, Transcription, Transcription regulation","Activator, Chromatin regulator, DNA-binding, Repressor",9606.ENSP00000494538,darkviolet,2,Chromatin Organization,0,0,0,7.055333333,0,-5.305333333,3.664,0,0,0,0,0,shScramble,0,shScramble,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,1.38384E-05,1.43908E-05,4.70451E-06,0,0,0,0.009184032,0.114808987,0.05368966,0.022651023,0.002646484,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PHF10,Q8WUB8,0,Nucleoplasm,PHD finger protein 10,0,chromatin [GO:0000785]; kinetochore [GO:0000776]; npBAF complex [GO:0071564]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514],"Neurogenesis, Transcription, Transcription regulation",chromatin binding [GO:0003682]; histone acetyltransferase activity [GO:0004402]; metal ion binding [GO:0046872]; transcription coregulator activity [GO:0003712],9606.ENSP00000341805,darkviolet,2,Chromatin Organization,0,0,0,4.110444444,0,-5.505,4.638111111,0,0,0,0,0,shScramble,0,shScramble,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,7.96353E-05,4.15061E-05,2.50784E-05,0,0,0,0.010014763,0.116384785,0.054124649,0.001588587,0.001248379,0.000729002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
HIST1H1C,P16403,HIST1H1C,Nucleoplasm/Nucleolar_Rim,"H1.2 linker histone, cluster member",DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000339566,darkviolet,2,Chromatin Organization,P16403,0,0,0,4.180111111,0,4.442777778,4.971,0,0,0,0,0,shNcl,0,shScramble,shNcl,0,0,0,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,Sirt6,Ku80,0,0,0,0,0.004097994,0.007269282,0.003729279,0,0,0,0.020117992,0.002475252,0.002633911,0.010523364,0.006779337,0.00285456,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
UTP3,Q9NQZ2,UTP3,Nucleoli,UTP3 small subunit processome component,0,small-subunit processome ,chromatin organization ,RNA binding ,9606.ENSP00000254803,darkviolet,2,Chromatin Organization,0,0,0,6.722444444,5.739777778,0,5.068444444,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.00127497,0.000623132,0.000285576,0.002645497,0.006659907,0.002868475,0,0,0,0.034731167,0.003625379,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
RIOX1,Q9H6W3,0,Nucleolar_Rim,Ribosomal oxygenase 1,0,nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation","Chromatin regulator, Dioxygenase, Oxidoreductase, Repressor",9606.ENSP00000477507,darkviolet,2,Chromatin Organization,0,0,0,4.575111111,4.722777778,0,3.357111111,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.002180694,0.000793261,0.000411782,0.001642269,0.004437147,0.002038079,0,0,0,0.045373412,0.004148512,0.002993974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
LGALS3,P17931,LGALS3,Nucleoplasm,Galectin 3,0, spliceosomal complex [GO:0005681],RNA splicing ,RNA binding ,9606.ENSP00000254301,firebrick1,3,DNA Repair,0,0,0,3.292,0,0,2.278333333,3.303666667,0,0,0,0,shScramble,0,0,shScramble,shNcl,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,Sirt6,Ku80,0,0.008404966,0.001854948,0.001172703,0,0,0,0,0,0,0.070503061,0.005337184,0.004226946,0.089111468,0.006779337,0.004619477,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
BDH1,Q02338,0,Nucleoplasm,3-hydroxybutyrate dehydrogenase 1,0,intracellular membrane-bounded organelle [GO:0043231]; matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],Lipid metabolism,"Allosteric enzyme, Oxidoreductase",9606.ENSP00000376184,darkviolet,2,Chromatin Organization,0,0,0,4.302666667,0,0,4.376,0,-5.217666667,0,0,0,shScramble,0,0,shScramble,0,shScramble,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,Sirt6,Ku80,0,0.012340744,0.00264013,0.00160068,0,0,0,0,0,0,0.011488452,0.001623635,0.002329827,0,0,0,0.000742858,0.013036276,0.003740415,0,0,0,0,0,0,0,0,0,IR2h,3
DPF2,Q92785,0,Nucleoplasm,Double PHD fingers 2,0,centrosome [GO:0005813]; chromatin [GO:0000785]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nBAF complex [GO:0071565]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"Apoptosis, Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000252268,darkviolet,2,Chromatin Organization,0,0,0,5.215111111,3.354111111,0,3.879777778,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001029246,0.000514917,0.000244146,0.016955597,0.017186304,0.010838598,0,0,0,0.031696128,0.003346616,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SMC2,O95347,SMC2,Nucleoplasm/Nucleoli,Structural maintenance of chromosomes 2,0,condensin complex,positive regulation of chromosome condensation,chromatin binding,9606.ENSP00000286398,darkviolet,2,Chromatin Organization,0,0,0,0,3.972666667,0,3.161333333,0,0,0,0,0,0,shNcl,0,shScramble,0,0,0,0,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0,0,0,0.008006991,0.010663841,0.005993232,0,0,0,0.097635423,0.006971486,0.005490956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
H2AC1,Q96QV6,0,Nucleoplasm,H2A clustered histone 1,0,"chromosome, telomeric region [GO:0000781]; extracellular exosome [GO:0070062]; female germ cell nucleus [GO:0001674]; nucleosome [GO:0000786]; nucleus [GO:0005634]",heterochromatin formation [GO:0031507],DNA-binding,9606.ENSP00000297012,darkviolet,2,Chromatin Organization,0,0,0,0,5.343666667,0,4.950333333,0,0,0,0,0,0,shNcl,0,shScramble,0,0,0,0,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0,0,0,0.010984935,0.015275829,0.007644437,0,0,0,0.021860296,0.002668155,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SMARCD1,Q96GM5,SMARCD1,Nucleoplasm,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",DSB,SWI/SNF comple,nucleosome disassembly,chromatin binding,9606.ENSP00000378414,darkviolet,2,Chromatin Organization,0,0,0,6.185444444,5.765444444,0,4.341444444,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.002584412,0.000942236,0.000464861,0.002397071,0.006263123,0.002678004,0,0,0,0.050753446,0.004505144,0.003239546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SMARCB1,Q12824,SMARCB1,Nucleoplasm/Nucleoli_FibrillarCenter,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",HR,SWI/SNF complex,nucleosome disassembl,p53 binding,9606.ENSP00000340883,darkviolet,2,Chromatin Organization,0,0,0,5.425222222,4.600555556,0,2.603555556,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.002445112,0.000890565,0.000449462,0.00661959,0.010071938,0.005252059,0,0,0,0.131759427,0.008547431,0.006959821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SMARCA4,P51532,SMARCA4,Nucleoplasm/Nucleolar_Rim,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",DSB,SWI/SNF complex ,ATP-dependent chromatin remodeling ,transcription corepressor activity ,9606.ENSP00000343896,darkviolet,2,Chromatin Organization,P51532,0,0,6.554666667,7.139,0,2.473333333,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.0004004,0.00027205,0.000112356,0.000125516,0.001434521,0.000394095,0,0,0,0.188661764,0.011271035,0.009432741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
WDR70,Q9NW82,0,Nucleus_1,WD repeat-containing protein 70,0,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],0,enzyme binding [GO:0019899],9606.ENSP00000265107,darkviolet,2,Chromatin Organization,0,0,0,4.361555556,0,0,2.929888889,0,0,0,0,0,shScramble,0,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.004729695,0.001314235,0.000732105,0,0,0,0,0,0,0.079840107,0.006024249,0.004671042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
RBM15,Q96T37,RBM15,Nucleoplasm,RNA binding motif protein 15,HR,RNA N6-methyladenosine methyltransferase complex ,RNA methylation ,mRNA binding ,9606.ENSP00000358799,darkviolet,2,Chromatin Organization,0,0,0,6.286,4.333,0,3.857,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.000852364,0.000471131,0.000211424,0.014283431,0.01718621,0.009396975,0,0,0,0.049492831,0.004418133,0.003182117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ADNP,Q9H2P0,ADNP,Nucleoplasm,Activity dependent neuroprotector homeobox,0,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",chromatin binding ,9606.ENSP00000360662,darkviolet,2,Chromatin Organization,Q9H2P0,0,0,6.760444444,6.869444444,0,4.960777778,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001499791,0.000685364,0.000316632,0.000929198,0.004125816,0.001363115,0,0,0,0.040353257,0.00397908,0.002757704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SFPQ,P23246,SFPQ,Nucleoplasm,Splicing factor proline and glutamine rich,DSB,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000349748,firebrick1,3,DNA Repair,P23246,P23246,0,7.702888889,7.733555556,0,6.666555556,2.723166667,-2.476,0,0,0,shScramble,shNcl,0,shScramble,shNcl,shScramble,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,0,0,0,Sirt6,Ku80,0,0.012303945,0.002800252,0.001596938,0.008472938,0.013776598,0.006237328,0,0,0,0.023939605,0.002865765,0.002633911,0.364704627,0.006779337,0.004619477,0.021524699,0.035682187,0.036975743,0,0,0,0,0,0,0,0,0,IR2h,3
TEX10,Q9NXF1,TEX10,Nucleoplasm,Testis expressed 10,DSB,MLL1 complex ,histone methylation ,methylated histone binding ,9606.ENSP00000364037,firebrick1,3,DNA Repair,0,0,0,6.547666667,8.045333333,0,6.627666667,3.091,0,0,0,0,shScramble,shNcl,0,shScramble,shNcl,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,Sirt6,Ku80,0,0.001726762,0.000744239,0.00035186,0.000262095,0.002213201,0.000609255,0,0,0,0.001519113,0.001248379,0.000729002,0.229302909,0.006779337,0.004619477,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
H2AFV,Q71UI9,H2AFV,Nucleoplasm,Histone H2A.V ,0, nucleosome [GO:0000786],chromatin organization ,structural constituent of chromatin ,9606.ENSP00000308405,darkviolet,2,Chromatin Organization,0,Q71UI9,0,6.007666667,0,0,6.690333333,0,0,0,0,0,shScramble,0,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.021877302,0.004240092,0.002611706,0,0,0,0,0,0,0.012370471,0.001802848,0.00246303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
H2BC10,P62807,H2BC10,Nucleoplasm,H2B clustered histone 10,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000321744,darkviolet,2,Chromatin Organization,0,P62807,0,0,2.593666667,0,2.640333333,0,0,0,0,0,0,shNcl,0,shScramble,0,0,0,0,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0,0,0,0.025133163,0.019669832,0.015045983,0,0,0,0.0169885,0.001955647,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PELP1,Q8IZL8,PELP1,Nucleoplasm/Nucleoli,"Proline, glutamate and leucine rich protein 1",DSB,MLL1 complex ,histone H3-K4 methylation ,transcription factor binding ,9606.ENSP00000301396,darkviolet,2,Chromatin Organization,0,0,0,7.664555556,7.339222222,0,4.306222222,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.001143686,0.000598979,0.000265035,0.001110253,0.004429676,0.00156541,0,0,0,0.075054483,0.005885675,0.004439451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PDCD6,O75340,PDCD6,Nucleoplasm,Programmed cell death 6,0,Cul3-RING ubiquitin ligase complex ,activation of cysteine-type endopeptidase activity involved in apoptotic process ,ubiquitin protein ligase binding ,9606.ENSP00000264933,darkviolet,2,Chromatin Organization,0,O75340,0,6.365777778,7.209111111,0,5.694111111,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.020467749,0.004044026,0.00246985,0.006808936,0.011883053,0.005373877,0,0,0,0.028691464,0.003216743,0.002633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
LRWD1,Q9UFC0,LRWD1,Nucleoplasm/Nucleolar_Rim,Leucine rich repeats and WD repeat domain containing 1,MMR,"chromosome, telomeric region ",chromatin organization ,methylated histone binding ,9606.ENSP00000292616,darkviolet,2,Chromatin Organization,Q9UFC0,0,0,5.937111111,4.850777778,0,3.635111111,0,0,0,0,0,shScramble,shNcl,0,shScramble,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,0,0,0,Sirt6,Ku80,0,0.002518959,0.000919659,0.00045696,0.009768171,0.013572087,0.006970058,0,0,0,0.078164062,0.006021324,0.004592574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
MYBBP1A,Q9BQG0,MYBBP1A,Nucleoli,MYB binding protein 1a,DSB,B-WICH complex ,chromatin remodeling ,transcription corepressor activity ,9606.ENSP00000370968,darkviolet,2,Chromatin Organization,Q9BQG0,0,0,7.504777778,5.931111111,0,6.249444444,0,-8.038333333,0,0,0,shScramble,shNcl,0,shScramble,0,shScramble,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,Sirt6,Ku80,0,0.003775233,0.00122807,0.000621216,0.010743041,0.015431612,0.007507647,0,0,0,0.011975035,0.001749286,0.002399779,0,0,0,0.00020126,0.010061988,0.00157177,0,0,0,0,0,0,0,0,0,IR2h,3
