NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
UTP4,Q969X6,UTP4 small subunit processome component,Nucleoli_FibrillarCenter,0, t-UTP complex [GO:0034455],rRNA processing ,rRNA binding ,9606.ENSP00000327179,Ribosome Biosynthesis,lightgreen,7,0,5.566333333,0,shNcl,IR2h,3,Mre11ID
RPL15,P61313,Large ribosomal subunit protein eL15 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000309334,Ribosome Biosynthesis,lightgreen,7,5.869666667,7.971,shScramble,shNcl,IR2h,3,Mre11ID
RPL6,Q02878,Large ribosomal subunit protein eL6 ,Nucleoplasm,HR,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000403172,Ribosome Biosynthesis,lightgreen,7,6.954333333,6.635333333,shScramble,shNcl,IR2h,3,Mre11ID
RPS10,P46783,Small ribosomal subunit protein eS10 ,Nucleoplasm,NER,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000481646,Ribosome Biosynthesis,lightgreen,7,5.556,6.480333333,shScramble,shNcl,IR2h,3,Mre11ID
RPS13,P62277,Small ribosomal subunit protein uS15 ,Nucleoplasm,0, cytosolic small ribosomal subunit [GO:0022627],ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000435777,Ribosome Biosynthesis,lightgreen,7,6.554333333,7.491333333,shScramble,shNcl,IR2h,3,Mre11ID
RPS15,P62841,Small ribosomal subunit protein uS19 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000466010,Ribosome Biosynthesis,lightgreen,7,4.012111111,4.046111111,shScramble,shNcl,IR2h,3,Mre11ID
EEF1A1,P68104,Elongation factor 1-alpha 1 ,Nucleoplasm,0, eukaryotic translation elongation factor 1 complex [GO:0005853],translational initiation,ribosome binding ,9606.ENSP00000339063,Ribosome Biosynthesis,lightgreen,7,0,3.169666667,0,shNcl,IR2h,3,Mre11ID
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A ,Nucleoplasm,0, eukaryotic translation initiation factor 2 complex [GO:0005850],translational initiation,ribosome binding ,9606.ENSP00000417229,Ribosome Biosynthesis,lightgreen,7,0,3.615111111,0,shNcl,IR2h,3,Mre11ID
RPS18,P62269,Small ribosomal subunit protein uS13 ,Nucleoplasm,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000393241,Ribosome Biosynthesis,lightgreen,7,6.154777778,6.315777778,shScramble,shNcl,IR2h,3,Mre11ID
RPS2,P15880,Small ribosomal subunit protein uS5 ,Nucleoplasm,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000341885,Ribosome Biosynthesis,lightgreen,7,5.194888889,7.680222222,shScramble,shNcl,IR2h,3,Mre11ID
EIF3A,Q14152,Eukaryotic translation initiation factor 3 subunit A,Nucleoplasm,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000358140,Ribosome Biosynthesis,lightgreen,7,0,5.679222222,0,shNcl,IR2h,3,Mre11ID
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,Nucleoplasm,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000354125,Ribosome Biosynthesis,lightgreen,7,0,6.195444444,0,shNcl,IR2h,3,Mre11ID
RPS23,P62266,Small ribosomal subunit protein uS12 ,Nucleoplasm,0, nucleoplasm [GO:0005654],ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000296674,Ribosome Biosynthesis,lightgreen,7,5.570888889,6.096222222,shScramble,shNcl,IR2h,3,Mre11ID
EIF3C,Q99613,Eukaryotic translation initiation factor 3 subunit C ,Nucleoplasm,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000332604,Ribosome Biosynthesis,lightgreen,7,0,7.215333333,0,shNcl,IR2h,3,Mre11ID
EIF3F,O00303,Eukaryotic translation initiation factor 3 subunit F ,Nucleoplasm,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000431800,Ribosome Biosynthesis,lightgreen,7,0,6.070777778,0,shNcl,IR2h,3,Mre11ID
RPS4X,P62701,"Small ribosomal subunit protein eS4, X isoform ",Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000362744,Ribosome Biosynthesis,lightgreen,7,7.143333333,7.784,shScramble,shNcl,IR2h,3,Mre11ID
EIF4A3,P38919,Eukaryotic translation initiation factor 4A3,Nucleoplasm,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000497641,Ribosome Biosynthesis,lightgreen,7,0,6.081777778,0,shNcl,IR2h,3,Mre11ID
SARS2,Q9NP81,"Seryl-tRNA synthetase 2, mitochondrial",Nucleoplasm,0,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],Protein biosynthesis,"Aminoacyl-tRNA synthetase, Ligase",9606.ENSP00000472847,Ribosome Biosynthesis,lightgreen,7,3.201333333,6.251666667,shScramble,shNcl,IR2h,3,Mre11ID
EIF4E,P06730,Eukaryotic translation initiation factor 4E,Nucleoplasm,0,chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]; postsynapse [GO:0098794]; RISC complex [GO:0016442],"Host-virus interaction, mRNA transport, Protein biosynthesis, Translation regulation, Transport","Initiation factor, RNA-binding",9606.ENSP00000425561,Ribosome Biosynthesis,lightgreen,7,0,3.289444444,0,shNcl,IR2h,3,Mre11ID
EIF4H,Q15056,Eukaryotic translation initiation factor 4H,Nucleoplasm,0, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,ribosome binding ,9606.ENSP00000265753,Ribosome Biosynthesis,lightgreen,7,0,3.537777778,0,shNcl,IR2h,3,Mre11ID
WDR18,Q9BV38,WD repeat domain 18,Nucleoplasm,0,Rix1 complex ,rRNA processing ,rRNA binding ,9606.ENSP00000476117,Ribosome Biosynthesis,lightgreen,7,6.051888889,6.247888889,shScramble,shNcl,IR2h,3,Mre11ID
YARS2,Q9Y2Z4,Tyrosyl-tRNA synthetase 2,Nucleoplasm,0,cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604],Protein biosynthesis,"Aminoacyl-tRNA synthetase, Ligase",9606.ENSP00000320658,Ribosome Biosynthesis,lightgreen,7,5.672888889,6.195555556,shScramble,shNcl,IR2h,3,Mre11ID
GCN1L1,Q92616,Stalled ribosome sensor GCN1 ,Nucleoplasm,0,ribosome,ribosome biogenesis ,protein kinase binding ,9606.ENSP00000300648,Ribosome Biosynthesis,lightgreen,7,0,4.433666667,0,shNcl,IR2h,3,Mre11ID
RSL1D1,O76021,Ribosomal L1 domain containing 1,Nucleoplasm/Nucleolar_Rim,0,nucleolus ,regulation of apoptotic process ,RNA binding ,9606.ENSP00000460871,Ribosome Biosynthesis,lightgreen,7,6.279222222,7.056888889,shScramble,shNcl,IR2h,3,Mre11ID
LARP1,Q6PKG0,"La ribonucleoprotein 1, translational regulator",Nucleoplasm,0,polysomal ribosome,ell proliferation,ribosomal small subunit binding,9606.ENSP00000336721,Ribosome Biosynthesis,lightgreen,7,0,4.221777778,0,shNcl,IR2h,3,Mre11ID
NOL6,Q9H6R4,Nucleolar protein 6,Nucleoplasm/Nucleoli,0,CURI complex ,rRNA processing ,RNA binding ,9606.ENSP00000297990,Ribosome Biosynthesis,lightgreen,7,6.429888889,3.948222222,shScramble,shNcl,IR2h,3,Mre11ID
RPL18A,Q02543,Ribosomal protein L18a,Nucleoplasm/Nucleoli,HR,ribosome,translation,structural constituent of ribosome,9606.ENSP00000222247,Ribosome Biosynthesis,lightgreen,7,5.135555556,7.760888889,shScramble,shNcl,IR2h,3,Mre11ID
RPL27,P61353,Ribosomal protein L27,Nucleoplasm/Nucleoli,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000464813,Ribosome Biosynthesis,lightgreen,7,6.636888889,6.694222222,shScramble,shNcl,IR2h,3,Mre11ID
RPL4,P36578,Ribosomal protein L4,Nucleoplasm/Nucleoli,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000311430,Ribosome Biosynthesis,lightgreen,7,6.155888889,7.240222222,shScramble,shNcl,IR2h,3,Mre11ID
MRPL2,Q5T653,Mitochondrial ribosomal protein L2,Nucleoplasm,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000373404,Ribosome Biosynthesis,lightgreen,7,0,4.773555556,0,shNcl,IR2h,3,Mre11ID
NOP58,Q9Y2X3,NOP58 ribonucleoprotein,Nucleoplasm/Nucleoli_FibrillarCenter,0,box C/D RNP complex ,rRNA processing ,TFIID-class transcription factor binding ,9606.ENSP00000264279,Ribosome Biosynthesis,lightgreen,7,5.764,6.367333333,shScramble,shNcl,IR2h,3,Mre11ID
MRPL46,Q9H2W6,Mitochondrial ribosomal protein L46,Nucleoplasm,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000312311,Ribosome Biosynthesis,lightgreen,7,0,5.721888889,0,shNcl,IR2h,3,Mre11ID
DDX24,Q9GZR7,DEAD-box helicase 24,Nucleoli,DSB,nucleolus ,RNA processing ,RNA helicase activity ,9606.ENSP00000481495,RNA Metabolism,gold,8,6.947888889,5.408555556,shScramble,shNcl,IR2h,3,Mre11ID
MTIF2,P46199,"Translation initiation factor IF-2, mitochondrial ",Nucleoplasm,0,nucleoplasm,ribosome disassembly,translation factor activity,9606.ENSP00000263629,Ribosome Biosynthesis,lightgreen,7,0,5.117777778,0,shNcl,IR2h,3,Mre11ID
ALKBH5,Q6P6C2,"AlkB homolog 5, RNA demethylase",Nucleoplasm,HR,nucleus,mRNA processing,oxidative RNA demethylase activity,9606.ENSP00000382091,RNA Metabolism,gold,8,4.592,4.595666667,shScramble,shNcl,IR2h,3,Mre11ID
PDF,Q9HBH1,"Peptide deformylase, mitochondrial",Nucleoplasm,0,mitochondrion [GO:0005739],Protein biosynthesis,Hydrolase,9606.ENSP00000288022,Ribosome Biosynthesis,lightgreen,7,0,4.489,0,shNcl,IR2h,3,Mre11ID
CAPRIN1,Q14444,Caprin-1 ,Nucleoplasm,0,P-body,negative regulation of translation,mRNA binding,9606.ENSP00000340329,RNA Metabolism,gold,8,5.574333333,5.429,shScramble,shNcl,IR2h,3,Mre11ID
PTCD3,Q96EY7,Small ribosomal subunit protein mS39 ,Nucleoplasm,0,nucleoplasm,regulation of translation,rRNA binding,9606.ENSP00000254630,Ribosome Biosynthesis,lightgreen,7,0,6.030777778,0,shNcl,IR2h,3,Mre11ID
CDC73,Q6P1J9,Cell division cycle 73,Nucleoplasm,HR,"Cdc73/Paf1 complex [GO:0016593]; chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","Cell cycle, Transcription, Transcription regulation, Wnt signaling pathway",RNA polymerase II complex binding [GO:0000993],9606.ENSP00000356405,RNA Metabolism,gold,8,5.021777778,4.788111111,shScramble,shNcl,IR2h,3,Mre11ID
CDK5RAP1,Q96SZ6,CDK5 regulatory subunit associated protein 1,Nucleoplasm,0,cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],tRNA processing,Transferase,9606.ENSP00000217372,RNA Metabolism,gold,8,3.859111111,3.213111111,shScramble,shNcl,IR2h,3,Mre11ID
RPL35,P42766,Large ribosomal subunit protein uL29 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000259469,Ribosome Biosynthesis,lightgreen,7,0,5.667222222,0,shNcl,IR2h,3,Mre11ID
CPSF7,Q8N684,Cleavage and polyadenylation specific factor 7,Nucleoplasm,0,mRNA cleavage factor complex ,mRNA 3'-end processing ,mRNA binding ,9606.ENSP00000345412,RNA Metabolism,gold,8,5.770777778,4.879777778,shScramble,shNcl,IR2h,3,Mre11ID
CRYZ,Q08257,Quinone oxidoreductase ,Nucleoplasm,0,GO:0005829~cytosol,xenobiotic catabolic process,mRNA 3'-UTR binding,9606.ENSP00000399805,RNA Metabolism,gold,8,7.563777778,5.835444444,shScramble,shNcl,IR2h,3,Mre11ID
RPLP0,P05388,Large ribosomal subunit protein uL10 ,Nucleoplasm,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000449328,Ribosome Biosynthesis,lightgreen,7,0,6.256333333,0,shNcl,IR2h,3,Mre11ID
CSDE1,O75534,Cold shock domain-containing protein E1 ,Nucleoplasm,ForkStall,CRD-mediated mRNA stability complex ,CRD-mediated mRNA stabilization ,RNA binding ,9606.ENSP00000481762,RNA Metabolism,gold,8,3.138,3.328333333,shScramble,shNcl,IR2h,3,Mre11ID
CSTF1,Q05048,Cleavage stimulation factor subunit 1,Nucleoplasm,0,mRNA cleavage stimulating factor complex,mRNA 3'-end processing,RNA binding,9606.ENSP00000217109,RNA Metabolism,gold,8,5.287333333,6.329666667,shScramble,shNcl,IR2h,3,Mre11ID
DAZAP1,Q96EP5,DAZ associated protein 1,Nucleoplasm,0,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000233078,RNA Metabolism,gold,8,6.330111111,5.683777778,shScramble,shNcl,IR2h,3,Mre11ID
DDX42,Q86XP3,DEAD-box helicase 42,Nucleoplasm,DSB,nuclear speck ,regulation of apoptotic process ,RNA helicase activity ,9606.ENSP00000464050,RNA Metabolism,gold,8,5.898,5.382666667,shScramble,shNcl,IR2h,3,Mre11ID
DHX15,O43143,DEAH-box helicase 15,Nucleoplasm,0,spliceosomal complex ,RNA splicing ,RNA helicase activity ,9606.ENSP00000336741,RNA Metabolism,gold,8,6.432222222,7.381555556,shScramble,shNcl,IR2h,3,Mre11ID
EXOSC4,Q9NPD3,Exosome component 4,Nucleoplasm,0, exosome (RNase complex) [GO:0000178],RNA processing ,3'-5'-exoribonuclease activity ,9606.ENSP00000315476,RNA Metabolism,gold,8,5.128333333,5.902,shScramble,shNcl,IR2h,3,Mre11ID
RPS24,P62847,Small ribosomal subunit protein eS24 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000414321,Ribosome Biosynthesis,lightgreen,7,0,5.361222222,0,shNcl,IR2h,3,Mre11ID
EXOSC6,Q5RKV6,Exosome complex component MTR3 ,Nucleoplasm,0,nuclear exosome (RNase complex),nuclear mRNA surveillance,RNA binding,9606.ENSP00000398597,RNA Metabolism,gold,8,5.011666667,5.300666667,shScramble,shNcl,IR2h,3,Mre11ID
RPS8,P62241,Small ribosomal subunit protein eS8 ,Nucleoplasm,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000379888,Ribosome Biosynthesis,lightgreen,7,0,6.241,0,shNcl,IR2h,3,Mre11ID
GRSF1,Q12849,G-rich sequence factor 1 ,Nucleoplasm,0,nucleoplasm,positive regulation of mitochondrial RNA catabolic process,RNA binding,9606.ENSP00000254799,RNA Metabolism,gold,8,5.632111111,6.218444444,shScramble,shNcl,IR2h,3,Mre11ID
RPSA,P08865,Small ribosomal subunit protein uS2 ,Nucleoplasm,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000389351,Ribosome Biosynthesis,lightgreen,7,0,4.035,0,shNcl,IR2h,3,Mre11ID
HNRNPD,Q14103,Heterogeneous nuclear ribonucleoprotein D,Nucleoplasm,HR,mCRD-mediated mRNA stability complex ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000313199,RNA Metabolism,gold,8,5.373111111,5.461444444,shScramble,shNcl,IR2h,3,Mre11ID
TSFM,P43897,"Ts translation elongation factor, mitochondrial",Nucleoplasm,0,nucleoplasm ,"transcription, DNA-templated ",RNA binding ,9606.ENSP00000313877,Ribosome Biosynthesis,lightgreen,7,0,5.465777778,0,shNcl,IR2h,3,Mre11ID
EIF3L,Q9Y262,Eukaryotic translation initiation factor 3 subunit L,Nucleoplasm/Nucleoli,0, eukaryotic 43S preinitiation complex [GO:0016282],translational initiation,ribosome binding ,9606.ENSP00000499067,Ribosome Biosynthesis,lightgreen,7,0,6.294,0,shNcl,IR2h,3,Mre11ID
RARS1,P54136,Arginyl-tRNA synthetase 1,Nucleoplasm/Nucleoli,0,aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],Protein biosynthesis,"Aminoacyl-tRNA synthetase, Ligase",9606.ENSP00000231572,Ribosome Biosynthesis,lightgreen,7,0,3.654111111,0,shNcl,IR2h,3,Mre11ID
EEF1D,P29692,Eukaryotic translation elongation factor 1 delta,Nucleoplasm/Nucleoli_FibrillarCenter,0,nucleus,cellular response to ionizing radiation,translation elongation factor activity,9606.ENSP00000410059,Ribosome Biosynthesis,lightgreen,7,0,5.682666667,0,shNcl,IR2h,3,Mre11ID
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic ",Nucleus_1,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634],alanyl-tRNA aminoacylation [GO:0006419]; cerebellar Purkinje cell layer development [GO:0021680]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; neuromuscular process controlling balance [GO:0050885]; neuron apoptotic process [GO:0051402]; positive regulation of hippo signaling [GO:0035332]; regulation of cytoplasmic translational fidelity [GO:0140018]; tRNA aminoacylation for protein translation [GO:0006418]; tRNA modification [GO:0006400]; tRNA processing [GO:0008033],alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; peptide lactyltransferase (ATP-dependent) activity [GO:0141207]; Ser-tRNA(Ala) hydrolase activity [GO:0002196]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],9606.ENSP00000261772,Ribosome Biosynthesis,lightgreen,7,0,4.752777778,0,shNcl,IR2h,3,Mre11ID
EEF1A2,Q05639,Elongation factor 1-alpha 2 ,Nucleus_1,0,cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; eukaryotic translation elongation factor 1 complex [GO:0005853]; synapse [GO:0045202],positive regulation of apoptotic process [GO:0043065]; positive regulation of lipid kinase activity [GO:0090218]; regulation of chaperone-mediated autophagy [GO:1904714]; translation [GO:0006412]; translational elongation [GO:0006414],"GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]; translation factor activity, RNA binding [GO:0008135]",9606.ENSP00000217182,Ribosome Biosynthesis,lightgreen,7,0,4.141555556,0,shNcl,IR2h,3,Mre11ID
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E ,Nucleus_1,0,"chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; postsynaptic density [GO:0014069]","formation of cytoplasmic translation initiation complex [GO:0001732]; negative regulation of translational initiation [GO:0045947]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of mRNA binding [GO:1902416]; positive regulation of translation [GO:0045727]; regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]",cadherin binding [GO:0045296]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743],9606.ENSP00000220849,Ribosome Biosynthesis,lightgreen,7,0,4.402111111,0,shNcl,IR2h,3,Mre11ID
RPS7,P62081,Small ribosomal subunit protein eS7 ,Nucleus_1,0,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202],cytoplasmic translation [GO:0002181]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neural crest cell differentiation [GO:0014033]; neural tube closure [GO:0001843]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; protein stabilization [GO:0050821]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412],mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948],9606.ENSP00000495273,Ribosome Biosynthesis,lightgreen,7,0,3.423333333,0,shNcl,IR2h,3,Mre11ID
POP1,Q99575,"POP1 homolog, ribonuclease P/MRP subunit",Nucleoli,0,nucleolar ribonuclease P complex,tRNA catabolic process,ribonuclease P activity,9606.ENSP00000385787,RNA Metabolism,gold,8,0,3.518,0,shNcl,IR2h,3,Mre11ID
AQR,O60306,Aquarius intron-binding spliceosomal factor,Nucleoplasm,NER,spliceosomal complex,"mRNA splicing, via spliceosome",mRNA binding,9606.ENSP00000156471,RNA Metabolism,gold,8,0,2.766555556,0,shNcl,IR2h,3,Mre11ID
CELF1,Q92879,CUGBP Elav-like family member 1,Nucleoplasm,MMR,ribonucleoprotein complex ,"transcription, DNA-templated ",mRNA binding ,9606.ENSP00000436864,RNA Metabolism,gold,8,0,3.989555556,0,shNcl,IR2h,3,Mre11ID
CSTF3,Q12996,Cleavage stimulation factor subunit 3,Nucleoplasm,0,nucleoplasm ,mRNA polyadenylation ,mRNA binding ,9606.ENSP00000315791,RNA Metabolism,gold,8,0,3.860333333,0,shNcl,IR2h,3,Mre11ID
DHX16,O60231,DEAH-box helicase 16,Nucleoplasm,0,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type precatalytic spliceosome [GO:0071005],"Immunity, Innate immunity, mRNA processing, mRNA splicing","Helicase, Hydrolase",9606.ENSP00000365625,RNA Metabolism,gold,8,0,6.190555556,0,shNcl,IR2h,3,Mre11ID
DIS3,Q9Y2L1,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",Nucleoplasm,0,cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; membrane [GO:0016020]; nuclear exosome (RNase complex) [GO:0000176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],rRNA processing,"Endonuclease, Exonuclease, Hydrolase, Nuclease, RNA-binding",9606.ENSP00000366997,RNA Metabolism,gold,8,0,6.036333333,0,shNcl,IR2h,3,Mre11ID
FXR1,P51114,RNA-binding protein FXR1 ,Nucleoplasm,0,nucleus,"regulation of alternative mRNA splicing, via spliceosome",mRNA 3'-UTR binding,9606.ENSP00000350170,RNA Metabolism,gold,8,0,6.488444444,0,shNcl,IR2h,3,Mre11ID
GEMIN5,Q8TEQ6,Gem nuclear organelle associated protein 5,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; membrane [GO:0016020]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SMN complex [GO:0032797]; SMN-Gemin2 complex [GO:0034718]; SMN-Sm protein complex [GO:0034719],"mRNA processing, mRNA splicing, Protein biosynthesis, Translation regulation",RNA-binding,9606.ENSP00000285873,RNA Metabolism,gold,8,0,3.492444444,0,shNcl,IR2h,3,Mre11ID
HNRNPH1,P31943,Heterogeneous nuclear ribonucleoprotein H1,Nucleoplasm,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000349168,RNA Metabolism,gold,8,4.333,6.171333333,shScramble,shNcl,IR2h,3,Mre11ID
HNRNPM,P52272,Heterogeneous nuclear ribonucleoprotein M,Nucleoplasm,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000325376,RNA Metabolism,gold,8,5.633777778,6.511777778,shScramble,shNcl,IR2h,3,Mre11ID
HNRNPUL1,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U like 1,Nucleoplasm,0,nucleoplasm ,RNA processing ,RNA binding ,9606.ENSP00000375863,RNA Metabolism,gold,8,3.558777778,6.555111111,shScramble,shNcl,IR2h,3,Mre11ID
HSD17B10,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 ,Nucleoplasm,ForkStall,tRNA methyltransferase complex ,RNA processing ,RNA binding ,9606.ENSP00000168216,RNA Metabolism,gold,8,7.199555556,7.336888889,shScramble,shNcl,IR2h,3,Mre11ID
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3 ,Nucleoplasm,0,P-body ,RNA processing ,mRNA binding ,9606.ENSP00000258729,RNA Metabolism,gold,8,0,3.884888889,0,shNcl,IR2h,3,Mre11ID
LRPPRC,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial ",Nucleoplasm,DSB,ribonucleoprotein complex ,mRNA transport ,ubiquitin protein ligase binding ,9606.ENSP00000260665,RNA Metabolism,gold,8,7.375444444,7.209444444,shScramble,shNcl,IR2h,3,Mre11ID
MARS1,P56192,"Methionine--tRNA ligase, cytoplasmic ",Nucleoplasm,0,nucleolus,rRNA transcription,aminoacyl-tRNA ligase activity,9606.ENSP00000262027,RNA Metabolism,gold,8,5.095,5.662,shScramble,shNcl,IR2h,3,Mre11ID
MSN,P26038,Moesin ,Nucleoplasm,0,nucleus,positive regulation of gene expression,double-stranded RNA binding,9606.ENSP00000353408,RNA Metabolism,gold,8,6.109,7.466333333,shScramble,shNcl,IR2h,3,Mre11ID
NSUN2,Q08J23,NOP2/Sun RNA methyltransferase 2,Nucleoplasm,0,chromatoid body ,cell division ,methyltransferase activity ,9606.ENSP00000264670,RNA Metabolism,gold,8,5.412444444,7.781777778,shScramble,shNcl,IR2h,3,Mre11ID
NUDT21,O43809,Nudix hydrolase 21,Nucleoplasm,DSB,mRNA cleavage and polyadenylation specificity factor complex ,mRNA polyadenylation ,histone deacetylase binding ,9606.ENSP00000300291,RNA Metabolism,gold,8,0,5.890222222,0,shNcl,IR2h,3,Mre11ID
