NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
RPS16,P62249,Small ribosomal subunit protein uS9 ,Nucleoplasm,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000367806,Ribosome Biosynthesis,lightgreen,7,6.759666667,6.825666667,shScramble,shNcl,IR2h,3,Sirt6
RPS13,P62277,Small ribosomal subunit protein uS15 ,Nucleoplasm,0, cytosolic small ribosomal subunit [GO:0022627],ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000435777,Ribosome Biosynthesis,lightgreen,7,7.308333333,8.1,shScramble,shNcl,IR2h,3,Sirt6
WDR76,Q9H967,WD repeat domain 76,Nucleoplasm/Nucleoli_FibrillarCenter,DSB,heterochromatin [GO:0000792]; nucleus [GO:0005634]; site of DNA damage [GO:0090734],DNA damage response [GO:0006974]; regulation of DNA damage checkpoint [GO:2000001],DNA binding [GO:0003677]; enzyme binding [GO:0019899],9606.ENSP00000263795,DNA Repair,firebrick1,3,4.595888889,0,shScramble,0,IR2h,3,Sirt6
RPS11,P62280,Ribosomal protein S11,Nucleoli,ForkStall,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000270625,Ribosome Biosynthesis,lightgreen,7,8.110666667,8.158,shScramble,shNcl,IR2h,3,Sirt6
RPS10,P46783,Small ribosomal subunit protein eS10 ,Nucleoplasm,NER,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000481646,Ribosome Biosynthesis,lightgreen,7,4.303333333,5.693333333,shScramble,shNcl,IR2h,3,Sirt6
RPL29,P47914,Ribosomal protein L29,Nucleoli,0,ribosome,translation,structural constituent of ribosome,9606.ENSP00000294189,Ribosome Biosynthesis,lightgreen,7,0,3.725444444,0,shNcl,IR2h,3,Sirt6
NTHL1,P78549,Endonuclease III-like protein 1 ,Nucleus_1,DDR,mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"base-excision repair, AP site formation [GO:0006285]; depyrimidination [GO:0045008]; nucleotide-excision repair [GO:0006289]","4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA binding [GO:0003690]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]",9606.ENSP00000219066,DNA Repair,firebrick1,3,3.290777778,0,shScramble,0,IR2h,3,Sirt6
RPL27,P61353,Ribosomal protein L27,Nucleoplasm/Nucleoli,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000464813,Ribosome Biosynthesis,lightgreen,7,7.623555556,7.567222222,shScramble,shNcl,IR2h,3,Sirt6
RPL23A,P62750,Ribosomal protein L23a,Nucleoli_FibrillarCenter,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000389103,Ribosome Biosynthesis,lightgreen,7,3.280444444,5.511444444,shScramble,shNcl,IR2h,3,Sirt6
NUDT16L1,Q9BRJ7,Tudor-interacting repair regulator protein ,Nucleus_1,NHEJ,nucleus [GO:0005634],negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033],RNA binding [GO:0003723]; snoRNA binding [GO:0030515],9606.ENSP00000306670,DNA Repair,firebrick1,3,5.221333333,0,shScramble,0,IR2h,3,Sirt6
RPL21,P46778,Ribosomal protein L21,Nucleoli_FibrillarCenter,0,ribosome,translation,structural constituent of ribosome,9606.ENSP00000346027,Ribosome Biosynthesis,lightgreen,7,7.735,7.484333333,shScramble,shNcl,IR2h,3,Sirt6
RPL18A,Q02543,Ribosomal protein L18a,Nucleoplasm/Nucleoli,HR,ribosome,translation,structural constituent of ribosome,9606.ENSP00000222247,Ribosome Biosynthesis,lightgreen,7,8.044222222,8.039222222,shScramble,shNcl,IR2h,3,Sirt6
PLK1,P53350,Serine/threonine-protein kinase PLK1 ,Nucleus_1,NHEJ,centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle pole [GO:0097431]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; outer kinetochore [GO:0000940]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]; synaptonemal complex [GO:0000795],centrosome cycle [GO:0007098]; double-strand break repair [GO:0006302]; double-strand break repair via alternative nonhomologous end joining [GO:0097681]; establishment of mitotic spindle orientation [GO:0000132]; establishment of protein localization [GO:0045184]; female meiosis chromosome segregation [GO:0016321]; G2/M transition of mitotic cell cycle [GO:0000086]; Golgi inheritance [GO:0048313]; homologous chromosome segregation [GO:0045143]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; microtubule bundle formation [GO:0001578]; mitotic cell cycle [GO:0000278]; mitotic chromosome condensation [GO:0007076]; mitotic cytokinesis [GO:0000281]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic nuclear membrane disassembly [GO:0007077]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly checkpoint signaling [GO:0007094]; mitotic spindle organization [GO:0007052]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear membrane disassembly [GO:0051081]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of proteolysis [GO:0045862]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein destabilization [GO:0031648]; protein localization to chromatin [GO:0071168]; protein localization to nuclear envelope [GO:0090435]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of anaphase-promoting complex-dependent catabolic process [GO:1905784]; regulation of cell cycle [GO:0051726]; regulation of cytokinesis [GO:0032465]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic cell cycle phase transition [GO:1901990]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein binding [GO:0043393]; regulation of protein localization to cell cortex [GO:1904776]; sister chromatid cohesion [GO:0007062]; synaptonemal complex disassembly [GO:0070194],anaphase-promoting complex binding [GO:0010997]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; microtubule binding [GO:0008017]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],9606.ENSP00000300093,DNA Repair,firebrick1,3,4.061888889,0,shScramble,0,IR2h,3,Sirt6
RPL15,P61313,Large ribosomal subunit protein eL15 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000309334,Ribosome Biosynthesis,lightgreen,7,7.106333333,6.928,shScramble,shNcl,IR2h,3,Sirt6
RPL10,P27635,Large ribosomal subunit protein uL16 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,cytoplasmic translation ,structural constituent of ribosome ,9606.ENSP00000413436,Ribosome Biosynthesis,lightgreen,7,7.431888889,7.915555556,shScramble,shNcl,IR2h,3,Sirt6
RPF1,Q9H9Y2,Ribosome production factor 1 homolog,Nucleoli,0,"preribosome, large subunit precursor ",rRNA processing ,RNA binding ,9606.ENSP00000359688,Ribosome Biosynthesis,lightgreen,7,6.172888889,4.287555556,shScramble,shNcl,IR2h,3,Sirt6
RCL1,Q9Y2P8,RNA terminal phosphate cyclase like 1,Nucleoplasm,0,small-subunit processome,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript ,endoribonuclease activit,9606.ENSP00000371169,Ribosome Biosynthesis,lightgreen,7,5.961444444,4.576444444,shScramble,shNcl,IR2h,3,Sirt6
PWP2,Q15269,PWP2 small subunit processome component,Nucleoli,0,Pwp2p-containing subcomplex of 90S preribosome ,ribosome biogenesis ,RNA binding ,9606.ENSP00000291576,Ribosome Biosynthesis,lightgreen,7,5.051777778,6.781444444,shScramble,shNcl,IR2h,3,Sirt6
PTCD3,Q96EY7,Small ribosomal subunit protein mS39 ,Nucleoplasm,0,nucleoplasm,regulation of translation,rRNA binding,9606.ENSP00000254630,Ribosome Biosynthesis,lightgreen,7,6.223111111,7.353111111,shScramble,shNcl,IR2h,3,Sirt6
PGRMC1,O00264,Progesterone receptor membrane component 1,Nucleoli,0,Nucleolus,memory,beta-amyloid binding,9606.ENSP00000217971,Ribosome Biosynthesis,lightgreen,7,4.870111111,7.091444444,shScramble,shNcl,IR2h,3,Sirt6
NVL,O15381,Nuclear VCP like,Nucleoli,0,nucleolus,ribosome biogenesis,RNA binding,9606.ENSP00000281701,Ribosome Biosynthesis,lightgreen,7,6.692222222,5.801555556,shScramble,shNcl,IR2h,3,Sirt6
NOP58,Q9Y2X3,NOP58 ribonucleoprotein,Nucleoplasm/Nucleoli_FibrillarCenter,0,box C/D RNP complex ,rRNA processing ,TFIID-class transcription factor binding ,9606.ENSP00000264279,Ribosome Biosynthesis,lightgreen,7,6.585333333,7.204333333,shScramble,shNcl,IR2h,3,Sirt6
NOP56,O00567,NOP56 ribonucleoprotein,Nucleoli_FibrillarCenter,DSB,small-subunit processome ,rRNA processing ,histone methyltransferase binding ,9606.ENSP00000370589,Ribosome Biosynthesis,lightgreen,7,0,6.800333333,0,shNcl,IR2h,3,Sirt6
NOL9,Q5SY16,Nucleolar protein 9,Nucleoli,DSB,nucleolus ,RNA processing ,RNA binding ,9606.ENSP00000366934,Ribosome Biosynthesis,lightgreen,7,7.012111111,7.070444444,shScramble,shNcl,IR2h,3,Sirt6
NOL6,Q9H6R4,Nucleolar protein 6,Nucleoplasm/Nucleoli,0,CURI complex ,rRNA processing ,RNA binding ,9606.ENSP00000297990,Ribosome Biosynthesis,lightgreen,7,6.957555556,4.854888889,shScramble,shNcl,IR2h,3,Sirt6
MTIF2,P46199,"Translation initiation factor IF-2, mitochondrial ",Nucleoplasm,0,nucleoplasm,ribosome disassembly,translation factor activity,9606.ENSP00000263629,Ribosome Biosynthesis,lightgreen,7,4.655444444,5.651777778,shScramble,shNcl,IR2h,3,Sirt6
NUP93,Q8N1F7,Nuclear pore complex protein Nup93 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000310668,Nuclear Pore,deepskyblue3,4,6.517111111,0,shScramble,0,IR2h,3,Sirt6
MRPS27,Q92552,Mitochondrial ribosomal protein S27,Nucleoli,0,nucleolus ,ribosome biogenesis ,rRNA binding ,9606.ENSP00000426941,Ribosome Biosynthesis,lightgreen,7,5.875,6.451666667,shScramble,shNcl,IR2h,3,Sirt6
MRPL46,Q9H2W6,Mitochondrial ribosomal protein L46,Nucleoplasm,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000312311,Ribosome Biosynthesis,lightgreen,7,5.980555556,5.509222222,shScramble,shNcl,IR2h,3,Sirt6
MRPL2,Q5T653,Mitochondrial ribosomal protein L2,Nucleoplasm,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000373404,Ribosome Biosynthesis,lightgreen,7,5.613222222,7.036888889,shScramble,shNcl,IR2h,3,Sirt6
MRPL19,P49406,Large ribosomal subunit protein bL19m ,Nucleoplasm,0,nucleus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000377486,Ribosome Biosynthesis,lightgreen,7,5.262333333,5.136,shScramble,shNcl,IR2h,3,Sirt6
MRPL10,Q7Z7H8,Large ribosomal subunit protein uL10m ,Nucleoplasm,0, mitochondrial large ribosomal subunit [GO:0005762],ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000290208,Ribosome Biosynthesis,lightgreen,7,4.718444444,5.267777778,shScramble,shNcl,IR2h,3,Sirt6
LARP1,Q6PKG0,"La ribonucleoprotein 1, translational regulator",Nucleoplasm,0,polysomal ribosome,ell proliferation,ribosomal small subunit binding,9606.ENSP00000336721,Ribosome Biosynthesis,lightgreen,7,0,6.289111111,0,shNcl,IR2h,3,Sirt6
NUP43,Q8NFH3,Nucleoporin 43,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000342262,Nuclear Pore,deepskyblue3,4,4.684444444,0,shScramble,0,IR2h,3,Sirt6
HEATR1,Q9H583,HEAT repeat containing 1,Nucleoli_FibrillarCenter,DSB,nucleolus ,rRNA processing ,RNA binding ,9606.ENSP00000355541,Ribosome Biosynthesis,lightgreen,7,8.463111111,7.852444444,shScramble,shNcl,IR2h,3,Sirt6
GTPBP10,A4D1E9,GTP-binding protein 10 ,Nucleoplasm,0,nucleolus,ribosome biogenesis,RNA binding,9606.ENSP00000222511,Ribosome Biosynthesis,lightgreen,7,5.369555556,3.702555556,shScramble,shNcl,IR2h,3,Sirt6
GNL2,Q13823,G protein nucleolar 2,Nucleolar_Rim,DSB,nucleolus ,ribosome biogenesis ,RNA binding ,9606.ENSP00000362153,Ribosome Biosynthesis,lightgreen,7,8.114555556,6.192555556,shScramble,shNcl,IR2h,3,Sirt6
FTSJ3,Q8IY81,FtsJ RNA 2'-O-methyltransferase 3,Nucleoplasm/Nucleolar_Rim,DSB,nucleolus ,rRNA methylation ,methyltransferase activity ,9606.ENSP00000396673,Ribosome Biosynthesis,lightgreen,7,8.081111111,6.591111111,shScramble,shNcl,IR2h,3,Sirt6
FARSB,Q9NSD9,Phenylalanyl-tRNA synthetase subunit beta,Nucleoplasm,HR,phenylalanine-tRNA ligase complex ,ribosome biogenesis ,RNA binding ,9606.ENSP00000281828,Ribosome Biosynthesis,lightgreen,7,5.772,6.947333333,shScramble,shNcl,IR2h,3,Sirt6
EPRS,P07814,Bifunctional glutamate/proline--tRNA ligase ,Nucleoplasm,0, GAIT complex [GO:0097452],RNA processing ,RNA binding ,9606.ENSP00000355890,Ribosome Biosynthesis,lightgreen,7,5.404222222,5.783888889,shScramble,shNcl,IR2h,3,Sirt6
EIF5,P55010,Eukaryotic translation initiation factor 5 ,Nucleoplasm,0,cytoplasm,ribosome assembly,translation initiation factor activity,9606.ENSP00000216554,Ribosome Biosynthesis,lightgreen,7,0,3.602444444,0,shNcl,IR2h,3,Sirt6
EIF4H,Q15056,Eukaryotic translation initiation factor 4H,Nucleoplasm,0, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,ribosome binding ,9606.ENSP00000265753,Ribosome Biosynthesis,lightgreen,7,0,4.577444444,0,shNcl,IR2h,3,Sirt6
EIF4A3,P38919,Eukaryotic translation initiation factor 4A3,Nucleoplasm,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000497641,Ribosome Biosynthesis,lightgreen,7,6.098777778,6.276111111,shScramble,shNcl,IR2h,3,Sirt6
EIF4A1,P60842,Eukaryotic initiation factor 4A-I ,Nucleoplasm,HR, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,RNA helicase activity ,9606.ENSP00000293831,Ribosome Biosynthesis,lightgreen,7,6.067777778,7.741444444,shScramble,shNcl,IR2h,3,Sirt6
EIF3L,Q9Y262,Eukaryotic translation initiation factor 3 subunit L,Nucleoplasm/Nucleoli,0, eukaryotic 43S preinitiation complex [GO:0016282],translational initiation,ribosome binding ,9606.ENSP00000499067,Ribosome Biosynthesis,lightgreen,7,5.614333333,7.798666667,shScramble,shNcl,IR2h,3,Sirt6
EIF3F,O00303,Eukaryotic translation initiation factor 3 subunit F ,Nucleoplasm,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000431800,Ribosome Biosynthesis,lightgreen,7,3.592111111,6.899444444,shScramble,shNcl,IR2h,3,Sirt6
NDC1,Q9BTX1,NDC1 transmembrane nucleoporin,NuclearMem,0,nuclear pore,nucleocytoplasmic transport,structural constituent of nuclear pore,9606.ENSP00000360483,Nuclear Pore,deepskyblue3,4,5.613666667,0,shScramble,0,IR2h,3,Sirt6
EIF3C,Q99613,Eukaryotic translation initiation factor 3 subunit C ,Nucleoplasm,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000332604,Ribosome Biosynthesis,lightgreen,7,5.111333333,8.54,shScramble,shNcl,IR2h,3,Sirt6
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,Nucleoplasm,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000354125,Ribosome Biosynthesis,lightgreen,7,4.621777778,7.461444444,shScramble,shNcl,IR2h,3,Sirt6
EIF3A,Q14152,Eukaryotic translation initiation factor 3 subunit A,Nucleoplasm,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,9606.ENSP00000358140,Ribosome Biosynthesis,lightgreen,7,4.383555556,9.386222222,shScramble,shNcl,IR2h,3,Sirt6
KPNA4,O00629,Karyopherin subunit alpha 4,Nucleoplasm/NuclearMem,0, nuclear membrane [GO:0031965],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000334373,Nuclear Pore,deepskyblue3,4,5.255444444,0,shScramble,0,IR2h,3,Sirt6
EIF2S1,P05198,Eukaryotic translation initiation factor 2 subunit 1 ,Nucleoplasm,0, eukaryotic translation initiation factor 2 complex [GO:0005850],translational initiation,RNA binding ,9606.ENSP00000256383,Ribosome Biosynthesis,lightgreen,7,5.071111111,6.012111111,shScramble,shNcl,IR2h,3,Sirt6
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A ,Nucleoplasm,0, eukaryotic translation initiation factor 2 complex [GO:0005850],translational initiation,ribosome binding ,9606.ENSP00000417229,Ribosome Biosynthesis,lightgreen,7,4.352444444,5.069111111,shScramble,shNcl,IR2h,3,Sirt6
IPO5,O00410,Importin 5,Nucleoplasm/NuclearMem,HR, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000261574,Nuclear Pore,deepskyblue3,4,3.975777778,0,shScramble,0,IR2h,3,Sirt6
EEF2,P13639,Elongation factor 2 ,Nucleoplasm,0,ribonucleoprotein complex ,cellular response to brain-derived neurotrophic factor stimulus ,RNA binding ,9606.ENSP00000307940,Ribosome Biosynthesis,lightgreen,7,0,6.934666667,0,shNcl,IR2h,3,Sirt6
EEF1A1,P68104,Elongation factor 1-alpha 1 ,Nucleoplasm,0, eukaryotic translation elongation factor 1 complex [GO:0005853],translational initiation,ribosome binding ,9606.ENSP00000339063,Ribosome Biosynthesis,lightgreen,7,0,2.859,0,shNcl,IR2h,3,Sirt6
DHX33,Q9H6R0,DEAH-box helicase 33,Nucleoli,0,nucleolus,ositive regulation of transcription from RNA polymerase I promote,helicase activity,9606.ENSP00000225296,Ribosome Biosynthesis,lightgreen,7,4.166444444,3.612777778,shScramble,shNcl,IR2h,3,Sirt6
DHX30,Q7L2E3,ATP-dependent RNA helicase DHX30 ,Nucleoplasm,0,ribonucleoprotein complex ,RNA processing ,RNA helicase activity ,9606.ENSP00000405620,Ribosome Biosynthesis,lightgreen,7,7.553111111,9.077111111,shScramble,shNcl,IR2h,3,Sirt6
ELAVL1,Q15717,ELAV like RNA binding protein 1,Nucleoplasm/Nucleoli,RLOOPS,ribonucleoprotein complex ,mRNA stabilization ,protein kinase binding ,9606.ENSP00000385269,Nuclear Pore,deepskyblue3,4,6.178111111,0,shScramble,0,IR2h,3,Sirt6
DDX51,Q8N8A6,DEAD-box helicase 51,Nucleoplasm/Nucleoli,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,9606.ENSP00000380495,Ribosome Biosynthesis,lightgreen,7,6.330888889,4.174888889,shScramble,shNcl,IR2h,3,Sirt6
DDX47,Q9H0S4,DEAD-box helicase 47,Nucleoli,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,9606.ENSP00000350698,Ribosome Biosynthesis,lightgreen,7,7.485888889,6.180555556,shScramble,shNcl,IR2h,3,Sirt6
DDX3X,O00571,ATP-dependent RNA helicase DDX3X ,Nucleoplasm,0,P granule ,positive regulation of gene expression ,RNA helicase activity ,9606.ENSP00000494040,Ribosome Biosynthesis,lightgreen,7,6.543555556,8.500555556,shScramble,shNcl,IR2h,3,Sirt6
AAAS,Q9NRG9,Aladin WD repeat nucleoporin,Nucleoplasm/NuclearMem,0,nuclear pore,mitotic spindle assembly,protein binding,9606.ENSP00000209873,Nuclear Pore,deepskyblue3,4,5.361888889,0,shScramble,0,IR2h,3,Sirt6
DDX18,Q9NVP1,DEAD-box helicase 18,Nucleoplasm/Nucleolar_Rim,0,nucleolus ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",RNA helicase activity ,9606.ENSP00000263239,Ribosome Biosynthesis,lightgreen,7,7.350333333,5.017,shScramble,shNcl,IR2h,3,Sirt6
DARS2,Q6PI48,"Aspartyl-tRNA synthetase 2, mitochondrial",Nucleoplasm,0,nucleoplasm,aspartyl-tRNA aminoacylation,tRNA binding,9606.ENSP00000497569,Ribosome Biosynthesis,lightgreen,7,6.984333333,6.099333333,shScramble,shNcl,IR2h,3,Sirt6
RGPD8,O14715,RANBP2 like and GRIP domain containing 8,NuclearMem,0,cytoplasm [GO:0005737]; nuclear pore [GO:0005643],NLS-bearing protein import into nucleus [GO:0006607],small GTPase binding [GO:0031267],9606.ENSP00000306637,Nuclear Pore,deepskyblue3,4,3.422222222,0,shScramble,0,IR2h,3,Sirt6
CCT5,P48643,T-complex protein 1 subunit epsilon ,Nucleoplasm,0,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,mRNA binding ,9606.ENSP00000280326,Ribosome Biosynthesis,lightgreen,7,4.836555556,7.240888889,shScramble,shNcl,IR2h,3,Sirt6
C1QBP,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial ",Nucleoplasm,NHEJ,nucleolus ,"mRNA splicing, via spliceosome ",transcription corepressor activity ,9606.ENSP00000225698,Ribosome Biosynthesis,lightgreen,7,0,6.476444444,0,shNcl,IR2h,3,Sirt6
GLE1,Q53GS7,GLE1 RNA export mediator,Nucleoli/NuclearMem,0,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore cytoplasmic filaments [GO:0044614]; nucleolus [GO:0005730],"mRNA transport, Protein transport, Translocation, Transport",identical protein binding [GO:0042802]; inositol hexakisphosphate binding [GO:0000822]; phospholipid binding [GO:0005543]; translation initiation factor binding [GO:0031369],9606.ENSP00000308622,Nuclear Pore,deepskyblue3,4,5.613111111,0,shScramble,0,IR2h,3,Sirt6
AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal ",Nucleoplasm,0,nucleolus,lipid biosynthetic process,FAD binding,9606.ENSP00000264167,Ribosome Biosynthesis,lightgreen,7,6.519666667,6.897333333,shScramble,shNcl,IR2h,3,Sirt6
ABCE1,P61221,ATP-binding cassette sub-family E member 1 ,Nucleoplasm,0,cytosolic ribosome,negative regulation of endoribonuclease activity,endoribonuclease inhibitor activity,9606.ENSP00000296577,Ribosome Biosynthesis,lightgreen,7,5.622555556,6.504222222,shScramble,shNcl,IR2h,3,Sirt6
CPSF6,Q16630,Cleavage and polyadenylation specific factor 6,Nucleoplasm,0,cytoplasm [GO:0005737]; interchromatin granule [GO:0035061]; membrane [GO:0016020]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; mRNA cleavage factor complex [GO:0005849]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; perichromatin fibrils [GO:0005726]; ribonucleoprotein complex [GO:1990904],mRNA processing,RNA-binding,9606.ENSP00000266679,Nuclear Pore,deepskyblue3,4,2.941444444,0,shScramble,0,IR2h,3,Sirt6
DDX31,Q9H8H2,DEAD-box helicase 31,Nucleoli,0,Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleus [GO:0005634],ribosome biogenesis [GO:0042254],"Helicase, Hydrolase, Isomerase, RNA-binding",9606.ENSP00000361232,Ribosome Biosynthesis,lightgreen,7,5.759333333,3.873333333,shScramble,shNcl,IR2h,3,Sirt6
MAK16,Q9BXY0,MAK16 homolog,Nucleoli,0,"intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]",maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470],RNA binding [GO:0003723],9606.ENSP00000353246,Ribosome Biosynthesis,lightgreen,7,0,6.563333333,0,shNcl,IR2h,3,Sirt6
RPL8,P62917,Ribosomal protein L8,Nucleoli,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069],cytoplasmic translation [GO:0002181]; translation [GO:0006412],"Ribonucleoprotein, Ribosomal protein, RNA-binding, rRNA-binding",9606.ENSP00000262584,Ribosome Biosynthesis,lightgreen,7,6.751444444,7.847111111,shScramble,shNcl,IR2h,3,Sirt6
KPNA3,O00505,Karyopherin subunit alpha 3,Nucleoplasm,0,cytosol [GO:0005829]; host cell [GO:0043657]; NLS-dependent protein nuclear import complex [GO:0042564]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Host-virus interaction, Protein transport, Transport, Viral penetration into host nucleus, Virus entry into host cell",nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139],9606.ENSP00000261667,Nuclear Pore,deepskyblue3,4,3.009111111,0,shScramble,0,IR2h,3,Sirt6
EEF1B2,P24534,Eukaryotic translation elongation factor 1 beta 2,Nucleoli_FibrillarCenter,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853],Protein biosynthesis,Elongation factor,9606.ENSP00000376055,Ribosome Biosynthesis,lightgreen,7,5.303222222,4.745555556,shScramble,shNcl,IR2h,3,Sirt6
LRRC47,Q8N1G4,Leucine rich repeat containing 47,Nucleoli_FibrillarCenter,0,0,phenylalanyl-tRNA aminoacylation [GO:0006432],phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723],9606.ENSP00000367498,Ribosome Biosynthesis,lightgreen,7,3.067666667,4.867,shScramble,shNcl,IR2h,3,Sirt6
