NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
YBX1,P67809,Y-box-binding protein 1 ,Nucleoplasm,0,CRD-mediated mRNA stability complex ,"transcription, DNA-templated ",chromatin binding ,9606.ENSP00000361626,Transcription Regulation,slateblue1,9,8.715,3.046666667,shScramble,shNcl,IR2h,3,Ku80ID
SEH1L,Q96EE3,Nucleoporin SEH1 ,Nucleoplasm,DSB,Seh1-associated complex ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000382779,Nuclear Pore,deepskyblue3,4,4.940222222,0,shScramble,0,IR2h,3,Ku80ID
ZNF541,Q9H0D2,Zinc finger protein 541,Nucleoplasm,0,histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667],"Differentiation, Meiosis, Spermatogenesis, Transcription, Transcription regulation","Activator, Developmental protein, Repressor",9606.ENSP00000375770,Transcription Regulation,slateblue1,9,0,2.080333333,0,shNcl,IR2h,3,Ku80ID
GNL3,Q9BVP2,G protein nucleolar 3,Nucleoplasm/Nucleolar_Rim,DSB,chromosome ,telomere maintenance via telomerase ,mRNA binding ,9606.ENSP00000395772,Transcription Regulation,slateblue1,9,6.818111111,2.9245,shScramble,shNcl,IR2h,3,Ku80ID
THOC1,Q96FV9,THO complex subunit 1,Nucleoplasm,0,cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]; transcription export complex [GO:0000346],"Apoptosis, mRNA processing, mRNA splicing, mRNA transport, Transcription, Transcription regulation, Transport","DNA-binding, RNA-binding",9606.ENSP00000261600,Nuclear Pore,deepskyblue3,4,4.233555556,0,shScramble,0,IR2h,3,Ku80ID
DDX56,Q9NY93,DEAD-box helicase 56,Nucleoplasm/Nucleoli,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,9606.ENSP00000258772,Transcription Regulation,slateblue1,9,6.051222222,2.754666667,shScramble,shNcl,IR2h,3,Ku80ID
THOC2,Q8NI27,THO complex subunit 2,Nucleoplasm,0,transcription export complex ,RNA processing ,mRNA binding ,9606.ENSP00000245838,Nuclear Pore,deepskyblue3,4,4.077666667,0,shScramble,0,IR2h,3,Ku80ID
ILF3,Q12906,Interleukin enhancer binding factor 3,Nucleoplasm/Nucleoli,0,ribonucleoprotein complex ,"transcription, DNA-templated ",DNA binding ,9606.ENSP00000404121,Transcription Regulation,slateblue1,9,7.441888889,3.094666667,shScramble,shNcl,IR2h,3,Ku80ID
THOC5,Q13769,THO complex subunit 5,Nucleoplasm,0,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]; transcription export complex [GO:0000346],"Differentiation, mRNA processing, mRNA splicing, mRNA transport, Transport",RNA-binding,9606.ENSP00000420306,Nuclear Pore,deepskyblue3,4,2.600555556,0,shScramble,0,IR2h,3,Ku80ID
XRN2,Q9H0D6,5'-3' exoribonuclease 2,Nucleoplasm/Nucleoli,0,nucleoplasm ,"transcription, DNA-templated ",nuclease activity ,9606.ENSP00000366396,Transcription Regulation,slateblue1,9,6.476333333,2.185833333,shScramble,shNcl,IR2h,3,Ku80ID
THOC6,Q86W42,THO complex subunit 6,Nucleoplasm,SSB,THO complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000326531,Nuclear Pore,deepskyblue3,4,5.356444444,0,shScramble,0,IR2h,3,Ku80ID
CUX2,O14529,Homeobox protein cut-like 2 ,Nucleus_1,0,chromatin [GO:0000785]; extracellular exosome [GO:0070062]; nucleus [GO:0005634],cognition [GO:0050890]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of gene expression [GO:0010628]; positive regulation of synapse assembly [GO:0051965]; regulation of transcription by RNA polymerase II [GO:0006357]; short-term memory [GO:0007614],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]",9606.ENSP00000261726,Transcription Regulation,slateblue1,9,0,2.494333333,0,shNcl,IR2h,3,Ku80ID
MVP,Q14764,Major vault protein ,Nucleus_1,0,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ribonucleoprotein complex [GO:1990904]; secretory granule lumen [GO:0034774],cell population proliferation [GO:0008283]; ERBB signaling pathway [GO:0038127]; mRNA transport [GO:0051028]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein tyrosine kinase activity [GO:0061099]; protein activation cascade [GO:0072376]; protein transport [GO:0015031],identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903],9606.ENSP00000378760,Transcription Regulation,slateblue1,9,0,3.951,0,shNcl,IR2h,3,Ku80ID
TMX2,Q9Y320,Thioredoxin related transmembrane protein 2,Nucleoplasm,0,endoplasmic reticulum membrane [GO:0005789]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],brain development [GO:0007420],disulfide oxidoreductase activity [GO:0015036]; identical protein binding [GO:0042802],9606.ENSP00000278422,Nuclear Pore,deepskyblue3,4,6.234555556,0,shScramble,0,IR2h,3,Ku80ID
PURA,Q00577,Transcriptional activator protein Pur-alpha ,Nucleus_1,0,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; postsynapse [GO:0098794]",dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; epithelial cell proliferation [GO:0050673]; lymphocyte proliferation [GO:0046651]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; positive regulation of cell population proliferation [GO:0008284]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded telomeric DNA binding [GO:0003691]; mRNA regulatory element binding translation repressor activity [GO:0000900]; purine-rich negative regulatory element binding [GO:0032422]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded DNA binding [GO:0003697]; SMAD binding [GO:0046332]; transcription regulator inhibitor activity [GO:0140416]",9606.ENSP00000332706,Transcription Regulation,slateblue1,9,2.726444444,1.746333333,shScramble,shNcl,IR2h,3,Ku80ID
AAAS,Q9NRG9,Aladin WD repeat nucleoporin,Nucleoplasm/NuclearMem,0,nuclear pore,mitotic spindle assembly,protein binding,9606.ENSP00000209873,Nuclear Pore,deepskyblue3,4,5.494555556,0,shScramble,0,IR2h,3,Ku80ID
TCF25,Q9BQ70,Ribosome quality control complex subunit TCF25 ,Nucleus_1,0,cytosol [GO:0005829]; nucleus [GO:0005634]; RQC complex [GO:1990112],heart development [GO:0007507]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of protein K48-linked ubiquitination [GO:0061945]; rescue of stalled ribosome [GO:0072344],DNA binding [GO:0003677]; transcription corepressor activity [GO:0003714],9606.ENSP00000263346,Transcription Regulation,slateblue1,9,0,3.492666667,0,shNcl,IR2h,3,Ku80ID
IPO5,O00410,Importin 5,Nucleoplasm/NuclearMem,HR, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000261574,Nuclear Pore,deepskyblue3,4,3.011444444,0,shScramble,0,IR2h,3,Ku80ID
SURF4,O15260,Surfeit 4,NuclearMem,0,nuclear membrane,Golgi organization,protein binding,9606.ENSP00000361057,UPR,maroon,10,6.416666667,5.884666667,shScramble,shNcl,IR2h,3,Ku80ID
ERGIC2,Q96RQ1,ERGIC and golgi 2,Nucleolar_Rim,0,"COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; retrograde transporter complex, Golgi to ER [GO:0061852]; transporter complex [GO:1990351]","ER-Golgi transport, Transport",0,9606.ENSP00000353270,UPR,maroon,10,3.890444444,2.110333333,shScramble,shNcl,IR2h,3,Ku80ID
NUP42,O15504,Nucleoporin 42,Nucleoplasm/NuclearMem,0,nuclear pore,nucleocytoplasmic transport,nuclear export signal receptor activity,9606.ENSP00000258742,Nuclear Pore,deepskyblue3,4,3.615,0,shScramble,0,IR2h,3,Ku80ID
DNAJA2,O60884,DnaJ heat shock protein family (Hsp40) member A2,Nucleoli,0,cytoplasm,protein folding,unfolded protein binding,9606.ENSP00000314030,UPR,maroon,10,4.025111111,2.916666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP62,P37198,Nucleoporin 62,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000471191,Nuclear Pore,deepskyblue3,4,4.745,0,shScramble,0,IR2h,3,Ku80ID
TMX1,Q9H3N1,Thioredoxin related transmembrane protein 1,Nucleoli,0,integral component of membrane,response to endoplasmic reticulum stress,disulfide oxidoreductase activity,9606.ENSP00000393316,UPR,maroon,10,6.851666667,4.324833333,shScramble,shNcl,IR2h,3,Ku80ID
CANX,P27824,Calnexin ,Nucleoplasm,0,nuclear membrane,protein folding,unfolded protein binding,9606.ENSP00000247461,UPR,maroon,10,8.597444444,6.4915,shScramble,shNcl,IR2h,3,Ku80ID
CTSD,P07339,Cathepsin D ,Nucleoplasm,0,ficolin-1-rich granule lumen,proteolysis,peptidase activity,9606.ENSP00000236671,UPR,maroon,10,0,4.1975,0,shNcl,IR2h,3,Ku80ID
TMEM209,Q96SK2,Transmembrane protein 209,Nucleoplasm/NuclearMem,0,Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nuclear envelope [GO:0005635],0,0,9606.ENSP00000380747,Nuclear Pore,deepskyblue3,4,3.63,0,shScramble,0,IR2h,3,Ku80ID
DECR1,Q16698,"2,4-dienoyl-CoA reductase [",Nucleoplasm,0,nucleus,fatty acid beta-oxidation,"2,4-dienoyl-CoA reductase (NADPH) activity",9606.ENSP00000220764,UPR,maroon,10,4.489,2.038666667,shScramble,shNcl,IR2h,3,Ku80ID
DNAJA1,P31689,DnaJ homolog subfamily A member 1 ,Nucleoplasm,0,nucleus,response to unfolded protein,unfolded protein binding,9606.ENSP00000369127,UPR,maroon,10,7.210222222,2.975333333,shScramble,shNcl,IR2h,3,Ku80ID
FAF2,Q96CS3,FAS-associated factor 2 ,Nucleoplasm,0,endoplasmic reticulum,ubiquitin-dependent ERAD pathway,ubiquitin binding,9606.ENSP00000261942,UPR,maroon,10,8.140444444,3.911166667,shScramble,shNcl,IR2h,3,Ku80ID
FYTTD1,Q96QD9,Forty-two-three domain containing 1,Nucleoplasm/Nucleoli,0,nuclear speck,mRNA export from nucleus,mRNA binding,9606.ENSP00000241502,Nuclear Pore,deepskyblue3,4,4.079666667,0,shScramble,0,IR2h,3,Ku80ID
HSP90AA1,P07900,Heat shock protein 90 alpha family class A member 1,Nucleoplasm,NER,nucleoplasm ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000335153,UPR,maroon,10,4.841,4.087166667,shScramble,shNcl,IR2h,3,Ku80ID
NUP188,Q5SRE5,Nucleoporin 188,Nucleoplasm/Nucleoli,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000361658,Nuclear Pore,deepskyblue3,4,3.344444444,0,shScramble,0,IR2h,3,Ku80ID
HSP90AB1,P08238,Heat shock protein HSP 90-beta ,Nucleoplasm,NER,nucleoplasm ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000360609,UPR,maroon,10,5.747333333,7.6845,shScramble,shNcl,IR2h,3,Ku80ID
SDAD1,Q9NVU7,SDA1 domain containing 1,Nucleoplasm/Nucleoli,0,nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"Protein transport, Ribosome biogenesis, Transport",0,9606.ENSP00000348596,Nuclear Pore,deepskyblue3,4,3.902666667,0,shScramble,0,IR2h,3,Ku80ID
HSPA1B,P0DMV8,Heat shock 70 kDa protein 1A ,Nucleoplasm,HR,centrosome ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000364801,UPR,maroon,10,6.597444444,6.563666667,shScramble,shNcl,IR2h,3,Ku80ID
HSPA8,P11142,Heat shock cognate 71 kDa protein ,Nucleoplasm,NER,spliceosomal complex ,"mRNA splicing, via spliceosome ",unfolded protein binding ,9606.ENSP00000437125,UPR,maroon,10,4.482888889,3.561833333,shScramble,shNcl,IR2h,3,Ku80ID
HSPA9,P38646,"Stress-70 protein, mitochondrial ",Nucleoplasm,0,nucleolus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000297185,UPR,maroon,10,6.219666667,5.776833333,shScramble,shNcl,IR2h,3,Ku80ID
STEAP3,Q658P3,STEAP3 metalloreductase,Nucleoli,0,cytoplasm [GO:0005737]; endosome [GO:0005768]; endosome membrane [GO:0010008]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886],"Apoptosis, Cell cycle, Ion transport, Iron transport, Transport",Oxidoreductase,9606.ENSP00000376822,p53 Pathway,tomato,5,3.571111111,0,shScramble,0,IR2h,3,Ku80ID
LONP1,P36776,"Lon peptidase 1, mitochondrial",Nucleoplasm,0,nucleoplasm,misfolded or incompletely synthesized protein catabolic process,serine-type endopeptidase activity,9606.ENSP00000353826,UPR,maroon,10,7.919,4.752,shScramble,shNcl,IR2h,3,Ku80ID
AIMP2,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 ,Nucleoplasm,0,aminoacyl-tRNA synthetase multienzyme complex [GO:0017101],RNA processing ,RNA binding ,9606.ENSP00000223029,p53 Pathway,tomato,5,3.072444444,0,shScramble,0,IR2h,3,Ku80ID
NCEH1,Q6PIU2,Neutral cholesterol ester hydrolase 1 ,Nucleoplasm,0,endoplasmic reticulum membrane,protein dephosphorylation,"serine hydrolase activity,",9606.ENSP00000442464,UPR,maroon,10,3.279444444,4.659333333,shScramble,shNcl,IR2h,3,Ku80ID
SEC63,Q9UGP8,Translocation protein SEC63 homolog ,Nucleoplasm,0,integral component of membrane,posttranslational protein targeting to membrane,"RNA binding,",9606.ENSP00000357998,UPR,maroon,10,7.491444444,5.361,shScramble,shNcl,IR2h,3,Ku80ID
EIF5A,P63241,Eukaryotic translation initiation factor 5A,Nucleoplasm,0,nuclear pore ,"transcription, DNA-templated ",RNA binding ,9606.ENSP00000336702,p53 Pathway,tomato,5,4.718888889,0,shScramble,0,IR2h,3,Ku80ID
SLC3A2,P08195,Solute carrier family 3 member 2,Nucleoplasm,0,nucleoplasm,amino acid transport,double-stranded RNA binding,9606.ENSP00000367123,UPR,maroon,10,7.285888889,6.7555,shScramble,shNcl,IR2h,3,Ku80ID
SQSTM1,Q13501,Sequestosome-1 ,Nucleoplasm,0,PML body,ubiquitin-dependent protein catabolic process,ubiquitin binding,9606.ENSP00000374455,UPR,maroon,10,2.943555556,7.063833333,shScramble,shNcl,IR2h,3,Ku80ID
SRPR,P08240,Signal recognition particle receptor subunit alpha ,Nucleoplasm,0,signal recognition particle receptor complex ,protein targeting ,RNA binding ,9606.ENSP00000328023,UPR,maroon,10,5.861,3.12,shScramble,shNcl,IR2h,3,Ku80ID
LAP3,P28838,Leucine aminopeptidase 3,Nucleoplasm,0, nucleoplasm [GO:0005654],proteolysis,peptidase activity,9606.ENSP00000226299,p53 Pathway,tomato,5,3.028111111,0,shScramble,0,IR2h,3,Ku80ID
YME1L1,Q96TA2,YME1 like 1 ATPase,Nucleoplasm,0,nuclear body,misfolded or incompletely synthesized protein catabolic process,metalloendopeptidase activity,9606.ENSP00000318480,UPR,maroon,10,7.694222222,5.475166667,shScramble,shNcl,IR2h,3,Ku80ID
CLU,P10909,Clusterin ,Nucleus_1,0,apical dendrite [GO:0097440]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; chromaffin granule [GO:0042583]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; neurofibrillary tangle [GO:0097418]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum lumen [GO:0099020]; perinuclear region of cytoplasm [GO:0048471]; platelet alpha granule lumen [GO:0031093]; protein-containing complex [GO:0032991]; spherical high-density lipoprotein particle [GO:0034366]; synapse [GO:0045202],"amyloid-beta clearance [GO:0097242]; cell morphogenesis [GO:0000902]; central nervous system myelin maintenance [GO:0032286]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone-mediated protein folding [GO:0061077]; complement activation [GO:0006956]; complement activation, classical pathway [GO:0006958]; immune complex clearance [GO:0002434]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway [GO:0097193]; lipid metabolic process [GO:0006629]; microglial cell activation [GO:0001774]; microglial cell proliferation [GO:0061518]; negative regulation of amyloid fibril formation [GO:1905907]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; positive regulation of amyloid fibril formation [GO:1905908]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of apoptotic process [GO:0043065]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of neurofibrillary tangle assembly [GO:1902998]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein import [GO:0017038]; protein stabilization [GO:0050821]; protein targeting to lysosome involved in chaperone-mediated autophagy [GO:0061740]; regulation of amyloid-beta clearance [GO:1900221]; regulation of apoptotic process [GO:0042981]; regulation of cell population proliferation [GO:0042127]; regulation of neuronal signal transduction [GO:1902847]; release of cytochrome c from mitochondria [GO:0001836]; response to misfolded protein [GO:0051788]; response to virus [GO:0009615]; reverse cholesterol transport [GO:0043691]",amyloid-beta binding [GO:0001540]; low-density lipoprotein particle receptor binding [GO:0050750]; misfolded protein binding [GO:0051787]; protein carrier chaperone [GO:0140597]; protein-containing complex binding [GO:0044877]; protein-folding chaperone binding [GO:0051087]; receptor ligand activity [GO:0048018]; signaling receptor binding [GO:0005102]; tau protein binding [GO:0048156]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082],9606.ENSP00000315130,UPR,maroon,10,4.295,4.001166667,shScramble,shNcl,IR2h,3,Ku80ID
ASPH,Q12797,Aspartyl/asparaginyl beta-hydroxylase ,Nucleoplasm,0,calcium channel complex ,"transcription, DNA-templated ",calcium ion binding ,9606.ENSP00000368767,Calcium Signaling,Sienna2,11,8.963111111,6.749333333,shScramble,shNcl,IR2h,3,Ku80ID
ATP2B1,P20020,Plasma membrane calcium-transporting ATPase 1 ,Nucleoplasm,HR,"glutamatergic synapse,","cellular calcium ion homeostasis,GO:0007420~brain development",calcium ion transmembrane transporter activity,9606.ENSP00000392043,Calcium Signaling,Sienna2,11,0,4.564666667,0,shNcl,IR2h,3,Ku80ID
CALML5,Q9NZT1,Calmodulin-like protein 5 ,Nucleoplasm,0,ficolin-1-rich granule lumen ,signal transduction ,calcium ion binding ,9606.ENSP00000369689,Calcium Signaling,Sienna2,11,0,3.978,0,shNcl,IR2h,3,Ku80ID
RPL23,P62829,Large ribosomal subunit protein uL14 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000420311,p53 Pathway,tomato,5,5.969111111,0,shScramble,0,IR2h,3,Ku80ID
NT5E,P21589,5'-nucleotidase ecto,Nucleoplasm,0,cell surface [GO:0009986]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],adenosine biosynthetic process [GO:0046086]; ADP catabolic process [GO:0046032]; AMP catabolic process [GO:0006196]; ATP metabolic process [GO:0046034]; calcium ion homeostasis [GO:0055074]; DNA metabolic process [GO:0006259]; inhibition of non-skeletal tissue mineralization [GO:0140928]; leukocyte cell-cell adhesion [GO:0007159]; negative regulation of inflammatory response [GO:0050728]; response to ATP [GO:0033198],Hydrolase,9606.ENSP00000257770,Calcium Signaling,Sienna2,11,5.356888889,4.063,shScramble,shNcl,IR2h,3,Ku80ID
S100A14,Q9HCY8,S100 calcium binding protein A14,Nucleoplasm,0,extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471],Apoptosis,calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; chemokine receptor binding [GO:0042379],9606.ENSP00000357691,Calcium Signaling,Sienna2,11,0,4.025666667,0,shNcl,IR2h,3,Ku80ID
EBNA1BP2,Q99848,EBNA1 binding protein 2,Nucleoplasm/Nucleolar_Rim,0, nucleolus [GO:0005730],RNA processing ,RNA binding ,9606.ENSP00000407323,p53 Pathway,tomato,5,6.117444444,0,shScramble,0,IR2h,3,Ku80ID
CALM3,P0DP25,Calmodulin-3,Nucleus_1,0,calcium channel complex [GO:0034704]; calyx of Held [GO:0044305]; catalytic complex [GO:1902494]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; presynaptic cytosol [GO:0099523]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; sperm midpiece [GO:0097225]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]; vesicle [GO:0031982]; voltage-gated potassium channel complex [GO:0008076],detection of calcium ion [GO:0005513]; G protein-coupled receptor signaling pathway [GO:0007186]; G2/M transition of mitotic cell cycle [GO:0000086]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of high voltage-gated calcium channel activity [GO:1901842]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of ryanodine-sensitive calcium-release channel activity [GO:0060315]; positive regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051343]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of phosphoprotein phosphatase activity [GO:0032516]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of ryanodine-sensitive calcium-release channel activity [GO:0060316]; presynaptic endocytosis [GO:0140238]; regulation of calcium-mediated signaling [GO:0050848]; regulation of cardiac muscle cell action potential [GO:0098901]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of cytokinesis [GO:0032465]; regulation of heart rate [GO:0002027]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; response to calcium ion [GO:0051592]; substantia nigra development [GO:0021762],adenylate cyclase activator activity [GO:0010856]; adenylate cyclase binding [GO:0008179]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; protein kinase binding [GO:0019901]; protein phosphatase activator activity [GO:0072542]; protein serine/threonine kinase activator activity [GO:0043539]; titin binding [GO:0031432]; transmembrane transporter binding [GO:0044325],9606.ENSP00000291295,Calcium Signaling,Sienna2,11,1.992444444,2.634,shScramble,shNcl,IR2h,3,Ku80ID
RPF2,Q9H7B2,Ribosome production factor 2 homolog,Nucleoplasm/Nucleolar_Rim,DSB,nucleolus ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",rRNA binding ,9606.ENSP00000402338,p53 Pathway,tomato,5,7.748777778,0,shScramble,0,IR2h,3,Ku80ID
ADRM1,Q16186,ADRM1 26S proteasome ubiquitin receptor,Nucleoplasm,0,proteasome complex,proteasome-mediated ubiquitin-dependent protein catabolic process,endopeptidase activator activity,9606.ENSP00000478877,Proteasome,grey,6,2.353666667,0,shScramble,0,IR2h,3,Ku80ID
CAND1,Q86VP6,Cullin associated and neddylation dissociated 1,Nucleoplasm,0,cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; ubiquitin ligase complex [GO:0000151],Ubl conjugation pathway,TBP-class protein binding [GO:0017025],9606.ENSP00000442318,Proteasome,grey,6,4.836222222,0,shScramble,0,IR2h,3,Ku80ID
PSMA7,O14818,Proteasome subunit alpha type-7 ,Nucleoplasm,HR,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,9606.ENSP00000359910,Proteasome,grey,6,4.009666667,0,shScramble,0,IR2h,3,Ku80ID
PSMB3,P49720,Proteasome subunit beta type-3 ,Nucleoplasm,HR,proteasome complex ,proteasomal protein catabolic process ,threonine-type endopeptidase activity ,9606.ENSP00000483688,Proteasome,grey,6,2.389111111,0,shScramble,0,IR2h,3,Ku80ID
RPS9,P46781,Small ribosomal subunit protein uS4 ,Nucleoplasm,NHEJ,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000375632,Proteasome,grey,6,7.056444444,0,shScramble,0,IR2h,3,Ku80ID
