NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
ILF3,0,ribonucleoprotein complex ,"transcription, DNA-templated ",DNA binding ,Q12906,9606.ENSP00000404121,"Interleukin enhancer-binding factor 3; RNA-binding protein that plays an essential role in the biogenesis of circular RNAs (circRNAs) which are produced by back- splicing circularization of pre-mRNAs. Within the nucleus, promotes circRNAs processing by stabilizing the regulatory elements residing in the flanking introns of the circularized exons. Plays thereby a role in the back-splicing of a subset of circRNAs. As a consequence, participates in a wide range of transcriptional and post-transcriptional processes. Upon viral infection, ILF3 accumulates in the cytoplasm and participates i [...] ",1,0,1,1,1,1,0,4.037,0,2.678333333,6.574,5.683,2.131333333,0,Transcription Regulation,slateblue1,9,2,Ku80,S6&Ku&Mre,S6&Ku,0,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,0,S6,0,Mre,0,0,0,0,0.707002946,0.375522843,0.324325951,35,0.054727803,0.859423106,0.008307588,0.054727803,0.054727803,0.203361345,17,1.092702619,0.530868227,6,Peripheral,0,0,0,0,0,20,-0.114472038,0.442075154,3,Peripheral,21,-0.072577489,0.42276171,4,Peripheral,27,0.537501696,0.346380374,6,Peripheral,0,0.151001134,0.604534841,5,Peripheral,0,0,0,0,0,Ku80
AHNAK,0,actin cytoskeleton [GO:0015629],RNA splicing ,RNA binding ,Q09666,9606.ENSP00000367263,Neuroblast differentiation-associated protein AHNAK; May be required for neuronal cell differentiation; PDZ domain containing,0,0,0,1,1,0,0,0,0.304833333,0,5.898833333,5.656166667,0,0,DNA Repair,firebrick1,3,2,Ku80,Ku&Mre,0,0,0,Ku,Ku,0,0,0,0,Mre,0,PC3,Mre11,S6vsMre&MrevsKu,1.558428057,1.416808365,1.284777738,2,0.0003741,0.663101723,0,0.0003741,0.0003741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.855482811,0.413301513,1,Peripheral,3,-0.785672558,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RPL7,0,ribonucleoprotein complex ,rRNA processing ,structural constituent of ribosome ,P18124,9606.ENSP00000339795,60S ribosomal protein L7; Component of the large ribosomal subunit. Binds to G-rich structures in 28S rRNA and in mRNAs. Plays a regulatory role in the translation apparatus; inhibits cell-free translation of mRNAs,1,0,0,1,1,0,0,2.7165,0.863166667,0,5.1345,5.6445,1.046166667,0,Ribosome Biosynthesis,lightgreen,7,2,Ku80,S6&Ku&Mre,Ku&Mre,0,0,S6&Ku,S6&Ku&Mre,0,0,0,0,0,S6&Ku,0,0,0,0.82389774,0.10913543,0.808640958,86,0.819563078,0.780726948,0.003258953,0.819563078,0.819563078,0.685362517,40,0.421399352,0.34792902,3,Peripheral,0,0,0,0,0,0,0,0,0,0,62,0.826474394,0.152930056,6,Peripheral,79,0.551686452,0.291530755,5,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
ALDOA,0,nucleus ,glycolytic process ,RNA binding ,P04075,9606.ENSP00000378669,"Fructose-bisphosphate aldolase A; Plays a key role in glycolysis and gluconeogenesis. In addition, may also function as scaffolding protein (By similarity); Belongs to the class I fructose-bisphosphate aldolase family",1,1,1,1,1,1,1,2.006166667,2.698833333,1.6995,4.4245,5.6115,1.950833333,3.835166667,DNA Repair,firebrick1,3,1,Ku80,S6&Ku,Ku,Ku,Ku,Ku,S6&Ku,Ku,S6&Ku,0,S6,0,0,0,Ku80,S6vsKu,1.046014444,1.459045058,2.039997395,1,0,1.490312966,0,0,0,0,2,-1.012427731,0,6,Ultra peripheral,3,-0.245889285,0,3,Ultra peripheral,5,-0.229080669,0,1,Ultra peripheral,5,-0.481848857,0,1,Ultra peripheral,5,-0.660148131,0,6,Ultra peripheral,4,-0.224844432,0,7,Ultra peripheral,4,0.183083323,0,4,Ultra peripheral,Ku80
RPL4,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,P36578,9606.ENSP00000311430,Large subunit ribosomal protein l4e; L ribosomal proteins,0,0,0,1,1,0,0,1.0615,0,1.221833333,5.1265,5.6005,1.089833333,1.135833333,Ribosome Biosynthesis,lightgreen,7,2,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,S6&Ku&Mre,0,0,0,0,Mre,S6,0,Mre11,S6vsMre&MrevsKu,1.317268114,0.521798312,1.490192424,109,0.894762026,0.774203873,0.00412942,0.894762026,0.894762026,0.551478084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.935789747,0.119730449,6,Peripheral,86,0.647796882,0.310438651,5,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
PPAN-P2RY11,0,nucleolus ,rRNA processing ,rRNA binding ,A0A0B4J1V8,9606.ENSP00000377385,Ribosome biogenesis protein ssf1/2; PPAN-P2RY11 readthrough; Belongs to the G-protein coupled receptor 1 family,1,0,1,1,1,0,0,1.748,0,1.886,2.8,5.594,0,0,RNA Metabolism,gold,8,0,Ku80,S6&Ku,S6&Ku,0,S6&Ku,S6&Ku,S6&Ku,0,0,0,0,0,S6,0,0,0,1.683453243,0.561216517,1.35535297,4,0.01366692,0.603022524,1.44636E-05,0.01366692,0.01366692,0.666666667,3,-1.310365614,0.361045438,7,Peripheral,0,0,0,0,0,3,-1.545148485,0,7,Ultra peripheral,5,-1.806736942,0,6,Ultra peripheral,8,-1.011874314,0.149450217,10,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
HSP90B1,0,nucleus ,response to unfolded protein ,unfolded protein binding ,P14625,9606.ENSP00000299767,"Endoplasmin; Molecular chaperone that functions in the processing and transport of secreted proteins. When associated with CNPY3, required for proper folding of Toll-like receptors (By similarity). Functions in endoplasmic reticulum associated degradation (ERAD). Has ATPase activity; Belongs to the heat shock protein 90 family",0,0,0,1,1,0,0,0,0,0,1.5125,5.575166667,0,0,DNA Repair,firebrick1,3,3,Ku80,S6&Ku&Mre,0,0,0,Ku,S6&Ku,0,0,0,S6&Ku,Mre,0,0,0,0,0.02016363,0.351778125,0.008928303,6,0.000168815,0.691117023,0.001026914,0.000168815,0.000168815,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.54882367,0,1,Ultra peripheral,5,-0.62427331,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
CS,0,nucleus ,tricarboxylic acid cycle ,RNA binding ,O75390,9606.ENSP00000342056,"Citrate synthase, mitochondrial; Citrate synthase",0,0,0,0,1,0,1,0,0.494,1.017333333,0.860333333,5.569,1.342333333,3.745,DNA Repair,firebrick1,3,0,Ku80,S6&Ku&Mre,0,0,0,0,Ku,0,Ku,0,0,S6,Ku,PC5,0,0,0.635259886,0.537925735,0.842617466,5,0.001054447,0.692751267,0.003879131,0.001054447,0.001054447,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.268345091,0.358683963,4,Peripheral,1,0,0,0,0,1,0,0,9,Ultra peripheral,Ku80
TUBB,DSB,nuclear envelope ,microtubule cytoskeleton organization ,ubiquitin protein ligase binding ,P07437,9606.ENSP00000339001,"Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain; Tubulins",0,0,1,1,1,1,1,1.058833333,1.2145,2.2845,4.113833333,5.564166667,3.789833333,4.475833333,Cell Cycle regulation,coral1,1,1,Ku80,S6&Ku,0,0,Ku,Ku,S6&Ku,S6&Ku,S6&Ku,0,0,0,0,0,S6&Ku,S6vsMre&MrevsKu,1.626661572,0.08992163,1.866702494,40,0.298273843,0.652595754,0.002133377,0.298273843,0.298273843,0.548717949,0,0,0,0,0,0,0,0,0,0,21,1.188772986,0.41754182,1,Peripheral,28,0.892559794,0.437705655,1,Peripheral,28,-1.307104408,0.255635249,5,Peripheral,14,-0.920572202,0.235851109,1,Peripheral,14,-1.413066918,0.235851109,8,Peripheral,Ku80
PHB2,DSB,histone deacetylase complex ,histone deacetylation ,histone deacetylase binding ,Q99623,9606.ENSP00000441875,Prohibitin-2; Acts as a mediator of transcriptional repression by nuclear hormone receptors via recruitment of histone deacetylases (By similarity). Functions as an estrogen receptor (ER)-selective coregulator that potentiates the inhibitory activities of antiestrogens and represses the activity of estrogens. Competes with NCOA1 for modulation of ER transcriptional activity. Probably involved in regulating mitochondrial respiration activity and in aging,1,1,1,1,1,1,1,2.668,4.122,4.133666667,3.490333333,5.545,2.722,3.429,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku,S6&Ku,S6&Ku,S6&Ku,Ku,S6&Ku,S6&Ku,S6&Ku,0,0,S6,0,0,Ku80,MrevsKu,1.689681923,1.48529094,2.080897743,9,0.00059558,0.705271411,0.001704773,0.00059558,0.00059558,0.083333333,5,-0.568655549,0.443320922,6,Peripheral,4,0.511067474,0,3,Ultra peripheral,5,-0.308408752,0.280722404,1,Peripheral,5,-0.693888263,0.455520816,1,Peripheral,6,-0.543161762,0,6,Ultra peripheral,3,0.038439918,0.33766737,7,Peripheral,3,-0.116133368,0,4,Ultra peripheral,Ku80
GTPBP4,DSB,nuclear membrane ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",RNA binding ,Q9BZE4,9606.ENSP00000354040,Nucleolar GTP-binding protein 1; Involved in the biogenesis of the 60S ribosomal subunit; Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family. NOG subfamily,0,0,0,1,1,0,0,1.060666667,0,0,5.349,5.526333333,0,0,Chromatin Organization,darkviolet,2,2,Ku80,S6&Ku&Mre,0,0,0,Ku,S6&Ku&Mre,0,0,0,S6,0,Ku,0,0,0,0.875283494,0.744221493,0.510344962,65,0.407949769,0.735605354,0.001497462,0.407949769,0.407949769,0.572115385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-0.375699597,0.130223572,6,Peripheral,49,0.706330015,0.502455174,10,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
HNRNPM,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,P52272,9606.ENSP00000325376,"Heterogeneous nuclear ribonucleoprotein M; Pre-mRNA binding protein in vivo, binds avidly to poly(G) and poly(U) RNA homopolymers in vitro. Involved in splicing. Acts as a receptor for carcinoembryonic antigen in Kupffer cells, may initiate a series of signaling events leading to tyrosine phosphorylation of proteins and induction of IL-1 alpha, IL-6, IL-10 and tumor necrosis factor alpha cytokines",0,1,1,1,1,1,1,1.100333333,2.035333333,2.629666667,7.132333333,5.519333333,2.718,4.231333333,RNA Metabolism,gold,8,0,Ku80,S6&Ku&Mre,0,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,Mre,0,0,Sirt6,S6vsKu,0.896704579,1.44846991,0.117072178,10,0.003190384,0.845454266,0.000566972,0.003190384,0.003190384,0.244444444,0,0,0,0,0,7,-0.585799875,0,2,Ultra peripheral,8,-0.643052702,0,3,Ultra peripheral,10,-0.407776308,0,4,Ultra peripheral,10,-0.239910924,0,6,Ultra peripheral,6,-0.430525324,0.363232578,5,Peripheral,6,-0.680737523,0,5,Ultra peripheral,Ku80
SLC7A5,0,amino acid transport complex [GO:1990184],amino acid import across plasma membrane,antiporter activity,Q01650,9606.ENSP00000261622,"Large neutral amino acids transporter small subunit 1; Sodium-independent, high-affinity transport of large neutral amino acids such as phenylalanine, tyrosine, leucine, arginine and tryptophan, when associated with SLC3A2/4F2hc. Involved in cellular amino acid uptake. Acts as an amino acid exchanger. Involved in the transport of L-DOPA across the blood- brain barrier, and that of thyroid hormones triiodothyronine (T3) and thyroxine (T4) across the cell membrane in tissues such as placenta. Plays a role in neuronal cell proliferation (neurogenesis) in brain. Involved in the uptake of m [...] ",0,0,0,0,1,0,0,0.841,0,0,0.914333333,5.51,0,0,Cell Cycle regulation,coral1,1,3,Ku80,Ku,0,0,0,0,Ku,0,0,0,Ku,0,0,PC6,0,0,0.801987613,1.43424632,0.785856974,1,6.58312E-07,0.419056047,0,6.58312E-07,6.58312E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ku80
WDR43,DSB,chromatin ,chromatin organization ,RNA polymerase II core binding ,Q15061,9606.ENSP00000384302,WD repeat-containing protein 43; Ribosome biogenesis factor. Involved in nucleolar processing of pre-18S ribosomal RNA. Required for optimal pre- ribosomal RNA transcription by RNA polymerase I; Belongs to the UTP5 family,1,0,1,1,1,1,0,1.703666667,0,2.801666667,1.644,5.506,2.249666667,0,Transcription Regulation,slateblue1,9,3,Ku80,S6&Ku&Mre,S6&Ku,0,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,0,0,Ku,0,S6,0,0,0,1.081792001,1.067944688,0.214259096,47,0.385772272,0.617139232,0,0.385772272,0.385772272,0.942645698,13,-0.270744683,0.511914852,7,Peripheral,0,0,0,0,0,19,0.535615689,0.53281933,7,Peripheral,21,-0.933836009,0,6,Ultra peripheral,33,0.628015798,0.521548092,10,Peripheral,0,-0.842060832,0.104853028,1,Peripheral,0,0,0,0,0,Ku80
CBX5,0,histone methyltransferase complex ,chromatin organization ,methylated histone binding ,P45973,9606.ENSP00000209875,"Chromobox protein homolog 5; Component of heterochromatin that recognizes and binds histone H3 tails methylated at 'Lys-9' (H3K9me), leading to epigenetic repression. In contrast, it is excluded from chromatin when 'Tyr-41' of histone H3 is phosphorylated (H3Y41ph). Can interact with lamin-B receptor (LBR). This interaction can contribute to the association of the heterochromatin with the inner nuclear membrane. Involved in the formation of functional kinetochore through interaction with MIS12 complex proteins; Chromobox family",1,1,1,1,1,1,0,3.400333333,4.55,2.137666667,4.721,5.474,4.713,0,DNA Repair,firebrick1,3,0,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,0,0,0,0,1.206924642,0.911701183,0.512898793,14,0.001401638,0.74917183,0.002939963,0.001401638,0.001401638,0.296703297,2,-0.965820501,0,6,Ultra peripheral,4,-0.439350137,0,4,Ultra peripheral,3,-1.038390123,0.450099018,1,Peripheral,4,-0.627768449,0,1,Ultra peripheral,8,-0.374497675,0,6,Ultra peripheral,0,-0.645457236,0.450099018,7,Peripheral,0,0,0,0,0,Ku80
WDR5,DSB,MLL1 complex ,histone H3-K4 methylation ,methylated histone binding ,P61964,9606.ENSP00000351446,WD repeat-containing protein 5; Contributes to histone modification. May position the N- terminus of histone H3 for efficient trimethylation at 'Lys-4'. As part of the MLL1/MLL complex it is involved in methylation and dimethylation at 'Lys-4' of histone H3. H3 'Lys-4' methylation represents a specific tag for epigenetic transcriptional activation. As part of the NSL complex it may be involved in acetylation of nucleosomal histone H4 on several lysine residues. May regulate osteoblasts differentiation; Belongs to the WD repeat WDR5/wds family,1,1,1,1,1,0,1,3.57,2.353,2.751666667,4.264666667,5.469666667,0,2.559666667,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,0,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.720549931,0.085580354,0.532124426,16,0.014409377,0.686896208,0.002378294,0.014409377,0.014409377,0.3,3,-0.620614804,0,6,Ultra peripheral,7,0.479607727,0,4,Ultra peripheral,6,0.325672572,0,1,Ultra peripheral,8,0.370583756,0,1,Ultra peripheral,8,-0.247250658,0.250722413,6,Peripheral,4,0,0,0,0,4,0.557765389,0,1,Ultra peripheral,Ku80
MYO1B,0,myosin complex ,actin filament organization ,actin filament organization ,O43795,9606.ENSP00000376132,"Unconventional myosin-Ib; Motor protein that may participate in process critical to neuronal development and function such as cell migration, neurite outgrowth and vesicular transport; Myosins, class I",1,0,1,1,1,0,0,1.695,0,2.483333333,3.741,5.466,0,0,p53 Pathway,tomato,5,2,Ku80,S6&Ku,Ku,0,Ku,S6&Ku,S6&Ku,0,0,0,0,0,S6,0,0,0,1.089377982,0.402056009,1.414662053,2,4.39772E-05,0.584054497,2.0249E-05,4.39772E-05,4.39772E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ku80
ETF1,DSB,translation release factor complex ,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay ",RNA binding ,P62495,9606.ENSP00000353741,"Eukaryotic peptide chain release factor subunit 1; Directs the termination of nascent peptide synthesis (translation) in response to the termination codons UAA, UAG and UGA. Component of the transient SURF complex which recruits UPF1 to stalled ribosomes in the context of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons",0,0,1,1,1,0,1,0,0,2.300666667,1.438,5.439,0,2.124666667,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,0,0,Ku,0,S6&Ku&Mre,0,Ku,0,Mre,0,S6,PC3,0,0,0.113427983,1.186366704,1.092662573,58,0.621912417,0.619583512,0,0.621912417,0.621912417,1,0,0,0,0,0,0,0,0,0,0,31,-0.157247474,0,4,Ultra peripheral,0,0,0,0,0,52,-0.231827976,0.046458513,5,Ultra peripheral,26,0,0,0,0,26,-0.146378648,0,8,Ultra peripheral,Ku80
CCT4,0,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,unfolded protein binding ,P50991,9606.ENSP00000377958,"T-complex protein 1 subunit delta; Molecular chaperone; assists the folding of proteins upon ATP hydrolysis. As part of the BBS/CCT complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. Known to play a role, in vitro, in the folding of actin and tubulin; Chaperonins",0,0,1,1,1,1,1,1.335333333,0,2.568,4.618666667,5.434333333,1.88,2.151666667,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,0,0,S6&Ku&Mre,S6&Ku,S6&Ku,Ku,S6&Ku,0,0,0,0,PC4,0,0,0.660329984,1.375933617,1.505985574,8,0.004426132,0.46471327,0,0.004426132,0.004426132,0.892857143,0,0,0,0,0,0,0,0,0,0,5,0.971707443,0,1,Ultra peripheral,7,0.706740314,0,1,Ultra peripheral,3,-0.758186004,0.444074075,6,Peripheral,1,-1.954041783,0,1,Ultra peripheral,1,-2.443367413,0,8,Ultra peripheral,Ku80
DDX56,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,Q9NY93,9606.ENSP00000258772,Probable ATP-dependent RNA helicase DDX56; May play a role in later stages of the processing of the pre-ribosomal particles leading to mature 60S ribosomal subunits. Has intrinsic ATPase activity; Belongs to the DEAD box helicase family. DDX56/DBP9 subfamily,1,1,1,1,1,0,1,3.285,3.856666667,4.714666667,3.473333333,5.397333333,0,2.439666667,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku&Mre,Ku,Ku,S6&Ku&Mre,Ku,S6&Ku&Mre,0,S6&Ku,0,0,0,Ku,0,0,0,0.426219226,1.274650629,0.535258127,18,0.036551692,0.727286763,0.000520689,0.036551692,0.036551692,0.470588235,9,0.010153117,0.328657366,7,Peripheral,4,-1.730122338,0,1,Ultra peripheral,9,-0.782433701,0.317434538,7,Peripheral,11,-1.634315343,0.130796731,6,Peripheral,12,-0.736765596,0.229690039,10,Peripheral,6,0,0,0,0,6,-0.753116023,0.227021007,10,Peripheral,Ku80
ALDH1B1,0, nucleoplasm [GO:0005654],NAD metabolic process,NAD binding ,P30837,9606.ENSP00000366927,"Aldehyde dehydrogenase 1 family member b1; Aldehyde dehydrogenase X, mitochondrial; ALDHs play a major role in the detoxification of alcohol-derived acetaldehyde. They are involved in the metabolism of corticosteroids, biogenic amines, neurotransmitters, and lipid peroxidation",0,0,0,1,1,0,1,1.142666667,0,0,1.844333333,5.396,0,1.838666667,DNA Repair,firebrick1,3,3,Ku80,Ku,0,0,0,Ku,Ku,0,Ku,0,Ku,0,0,PC6,0,0,0.801987613,1.727014856,1.184496861,2,0.003219794,0.542103087,0,0.003219794,0.003219794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.91305265,0.439594646,1,Peripheral,2,-0.886781136,0,6,Ultra peripheral,1,0,0,0,0,1,-1.235108802,0,4,Ultra peripheral,Ku80
SEPT7,0,kinetochore ,cell cycle ,GTPase activity ,Q16181,9606.ENSP00000413507,"Septin-7; Filament-forming cytoskeletal GTPase. Required for normal organization of the actin cytoskeleton. Required for normal progress through mitosis. Involved in cytokinesis. Required for normal association of CENPE with the kinetochore. Plays a role in ciliogenesis and collective cell movements. Forms a filamentous structure with SEPT12, SEPT6, SEPT2 and probably SEPT4 at the sperm annulus which is required for the structural integrity and motility of the sperm tail during postmeiotic differentiation; Septins",0,1,0,1,1,1,1,1.013666667,1.947,0,2.951333333,5.394666667,1.896,1.902,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku&Mre,0,S6&Ku,0,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,0,S6,0,Ku,PC5,0,0,1.52741251,0.674970349,1.223830121,2,6.46168E-18,1.080691643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.92751224,0,4,Ultra peripheral,2,-0.820199265,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RPS9,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,P46781,9606.ENSP00000375632,Small subunit ribosomal protein s9e; Ribosomal protein S9,0,0,0,0,1,0,0,0.491,0,1.388666667,0.412333333,5.388,0.792333333,0.980666667,Proteasome,grey,6,3,Ku80,S6&Ku&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,Ku,0,S6,0,0,0,0.455149684,0.29354393,0.223350447,115,0.989367649,0.776371418,0.000524211,0.989367649,0.989367649,0.533485889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.812244099,0.311058938,5,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
IDH3A,0,nucleus ,tricarboxylic acid cycle ,NAD binding ,P50213,9606.ENSP00000299518,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Catalytic subunit of the enzyme which catalyzes the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The heterodimer composed of the alpha (IDH3A) and beta (IDH3B) subunits and the heterodimer composed of the alpha (IDH3A) and gamma (IDH3G) subunits, have considerable basal activity but the full activity of the heterotetramer (containing two subunits of IDH3A, one of IDH3B and one of IDH3G) requires the assembly and cooperative function of both heterodimers",0,0,1,1,1,1,1,1.321,0,2.441,3.494666667,5.384666667,2.554333333,2.31,DNA Repair,firebrick1,3,0,Ku80,S6&Ku,0,0,Ku,S6&Ku,S6&Ku,Ku,Ku,0,0,0,S6,0,Ku80,S6vsKu,0.781719832,1.899217529,1.858067609,3,0,1.256807708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,Ultra peripheral,1,0,0,7,Ultra peripheral,2,1.175906381,0,4,Ultra peripheral,1,0,0,0,0,1,0,0,9,Ultra peripheral,Ku80
RAE1,0,nuclear pore ,"transcription, DNA-templated ",RNA binding ,P78406,9606.ENSP00000379181,mRNA export factor; Plays a role in mitotic bipolar spindle formation. Binds mRNA. May function in nucleocytoplasmic transport and in directly or indirectly attaching cytoplasmic mRNPs to the cytoskeleton; Belongs to the WD repeat rae1 family,1,0,0,1,1,0,0,1.428333333,0,0,2.820333333,5.370666667,0,0,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,S6&Ku&Mre,0,0,0,0,0,0,0,0,0,0.172044588,0.381042483,0.00139088,7,0.000267555,0.712089914,0.000277701,0.000267555,0.000267555,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.351176723,0,1,Ultra peripheral,6,-0.508635055,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
MAGOH,NHEJ,nuclear speck ,"mRNA splicing, via spliceosome ",RNA binding ,P61326,9606.ENSP00000360525,Protein mago nashi homolog; Core component of the splicing-dependent multiprotein exon junction complex (EJC) deposited at splice junctions on mRNAs. The EJC is a dynamic structure consisting of core proteins and several peripheral nuclear and cytoplasmic associated factors that join the complex only transiently either during EJC assembly or during subsequent mRNA metabolism. The EJC marks the position of the exon-exon junction in the mature mRNA for the gene expression machinery and the core components remain bound to spliced mRNAs throughout all stages of mRNA metabolism thereby infl [...] ,1,0,0,1,1,0,0,2.720666667,0,0,3.551666667,5.367,0,0,RNA Metabolism,gold,8,2,Ku80,S6&Ku,S6&Ku,0,0,S6&Ku,S6&Ku,0,0,0,0,0,0,0,0,0,1.547599209,0.399861823,1.097257743,80,0.169798012,0.799808761,0.009582408,0.169798012,0.169798012,0.209177215,36,0.966958394,0.636809843,5,Connector,0,0,0,0,0,0,0,0,0,0,56,2.111816017,0.480534541,4,Peripheral,61,2.969649812,0.420772284,6,Connector Hub,0,0,0,0,0,0,0,0,0,0,Ku80
RPL22,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,P35268,9606.ENSP00000346088,Large subunit ribosomal protein l22e; Ribosomal protein L22; Belongs to the eukaryotic ribosomal protein eL22 family,0,0,0,1,1,1,0,0,0.784,0,5.577,5.348333333,3.983666667,0,Ribosome Biosynthesis,lightgreen,7,0,Ku80,S6&Ku,0,0,0,Ku,S6&Ku,S6&Ku,0,0,0,0,0,0,0,0,0.944722668,0.99605678,1.188366647,79,0.808664358,0.786720682,0.001815489,0.808664358,0.808664358,0.774423888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.564436028,0.095862425,6,Peripheral,68,0.551408967,0.125079375,5,Peripheral,0,0.498077323,0.069750769,1,Peripheral,0,0,0,0,0,Ku80
